genes	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	locus_tag	ftype	bp	EC	COG	product
gpsA	1	1	1	1	1	1	1	1	1	GGCDANDK_00517	CDS	1014	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
gpsB	1	1	1	1	1	1	1	1	1	FOMIDEFL_00388	CDS	549			Cell cycle protein GpsB
gpt	1	1	1	1	1	1	1	1	1	DPNJBGPE_02454	CDS	531	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
gpx1	1	1	1	1	1	1	1	1	1	FOMIDEFL_01334	CDS	519	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
graR	1	1	1	1	1	1	1	1	1	FAGDNHIP_01854	CDS	675		COG0745	Response regulator protein GraR
graS	1	1	1	1	1	1	1	1	1	HGOKLDLI_00107	CDS	1029	2.7.13.3	COG0642	Sensor histidine kinase GraS
greA	1	1	1	1	1	1	1	1	1	NGPGJBKC_01987	CDS	489		COG0782	Transcription elongation factor GreA
griR	1	1	1	1	1	1	1	1	1	LJFCBDKD_02677	CDS	1203			Beta sliding clamp GriR
groL	1	1	1	1	1	1	1	1	1	MOFHFCGN_02222	CDS	1623			60 kDa chaperonin
groL1	1	1	1	1	1	1	1	1	1	NGPGJBKC_02917	CDS	1644		COG0459	60 kDa chaperonin 1
groS	1	1	1	1	1	1	1	1	1	AGEJDLBK_01422	CDS	294		COG0234	10 kDa chaperonin
grpE	1	1	1	1	1	1	1	1	1	JOIMIODL_01254	CDS	675		COG0576	Protein GrpE
gshA	1	1	1	1	1	1	1	1	1	EBMLHIBA_03168	CDS	1479	6.3.2.2		Glutamate--cysteine ligase
gsiA	1	1	1	1	1	1	1	1	1	LDOPIMGM_03504	CDS	1725	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
gsiB	1	1	1	1	1	1	1	1	1	LJFCBDKD_00512	CDS	1788		COG0747	Glutathione-binding protein GsiB
gsiC	1	1	1	1	1	1	1	1	1	IHGJPHMH_01715	CDS	948		COG0601	Glutathione transport system permease protein GsiC
gsiD	1	1	1	1	1	1	1	1	1	MCMEOHNO_00867	CDS	891		COG1173	Glutathione transport system permease protein GsiD
gtaB	1	1	1	1	1	1	1	1	1	FAGDNHIP_02191	CDS	867	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
gtf1	1	1	1	1	1	1	1	1	1	EPECHOLL_02700	CDS	1509	2.4.1.-	COG0438	Glycosyltransferase Gtf1
gtf2	1	1	1	1	1	1	1	1	1	MOFHFCGN_01950	CDS	1326			Glycosyltransferase-stabilizing protein Gtf2
guaA	1	1	1	1	1	1	1	1	1	AGBMBALL_00636	CDS	1590	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
guaB	1	1	1	1	1	1	1	1	1	PIPEENFB_02587	CDS	1467	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
guaB1	1	1	1	1	1	1	1	1	1	IHGJPHMH_01252	CDS	1458	1.-.-.-	COG0516	putative oxidoreductase
guaC	1	1	1	1	1	1	1	1	1	FAGDNHIP_00626	CDS	978	1.7.1.7		GMP reductase
guaD	1	1	1	1	1	1	1	1	1	BGMKIKPO_01393	CDS	477	3.5.4.3	COG0590	Guanine deaminase
gudD	1	1	1	1	1	1	1	1	1	NGPGJBKC_01209	CDS	1491	4.2.1.40	COG4948	Glucarate dehydratase
gyrA	1	1	1	1	1	1	1	1	1	DNNBHHGK_02623	CDS	2469	5.99.1.3	COG0188	DNA gyrase subunit A
gyrB	1	1	1	1	1	1	1	1	1	IHGJPHMH_02628	CDS	1998	5.99.1.3	COG0187	DNA gyrase subunit B
hbd	1	1	1	1	1	1	1	1	1	IOFEINNK_00107	CDS	897	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
hcaR	1	1	1	1	1	1	1	1	1	ADMANBBD_01366	CDS	897			Hca operon transcriptional activator HcaR
hchA	1	1	1	1	1	1	1	1	1	PIPEENFB_02313	CDS	660	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
hddA	1	1	1	1	1	1	1	1	1	IFGBOHMA_01011	CDS	924	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
hddC	1	1	1	1	1	1	1	1	1	AGBMBALL_00693	CDS	834	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
hdl IVa	1	1	1	1	1	1	1	1	1	IFGBOHMA_01032	CDS	702	3.8.1.2		(S)-2-haloacid dehalogenase 4A
hdpA	1	1	1	1	1	1	1	1	1	AGEJDLBK_00430	CDS	822	3.1.3.-		Dihydroxyacetone phosphatase
helD	1	1	1	1	1	1	1	1	1	IOFEINNK_01878	CDS	2109	3.6.4.12	COG3973	DNA helicase IV
helY	1	1	1	1	1	1	1	1	1	GGCDANDK_01361	CDS	2526	3.6.4.-	COG4581	putative helicase HelY
hemA	1	1	1	1	1	1	1	1	1	AGDBFNGI_03054	CDS	2478	1.2.1.70	COG0373	Glutamyl-tRNA reductase
hemB	1	1	1	1	1	1	1	1	1	EPECHOLL_00933	CDS	978	4.2.1.24		Delta-aminolevulinic acid dehydratase
hemC	1	1	1	1	1	1	1	1	1	AGBMBALL_00279	CDS	999	2.5.1.61	COG0181	Porphobilinogen deaminase
hemE	1	1	1	1	1	1	1	1	1	DPNJBGPE_01999	CDS	1266	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
hemH	1	1	1	1	1	1	1	1	1	BGMKIKPO_00337	CDS	948	4.99.1.1		Ferrochelatase
hemL	1	1	1	1	1	1	1	1	1	ADMANBBD_02792	CDS	1338	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
hemL1	1	1	1	1	1	1	1	1	1	LKFOIOBI_00982	CDS	1284	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 1
hemL2	1	1	1	1	1	1	1	1	1	IFGBOHMA_02026	CDS	1290	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 2
hemN	1	1	1	1	1	1	1	1	1	JOIMIODL_03180	CDS	1149	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein
hemY	1	1	1	1	1	1	1	1	1	IOFEINNK_03527	CDS	1404	1.3.3.4	COG1232	Protoporphyrinogen oxidase
hepT	1	1	1	1	1	1	1	1	1	AGBMBALL_02264	CDS	1008	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
hexs-a	1	1	1	1	1	1	1	1	1	IFGBOHMA_00800	CDS	570	2.5.1.83		Hexaprenyl-diphosphate synthase small subunit ((2E,6E)-farnesyl-diphosphate specific)
hexs-b	1	1	1	1	1	1	1	1	1	ADMANBBD_03338	CDS	1206	2.5.1.83		Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)
hflX	1	1	1	1	1	1	1	1	1	FAGDNHIP_02161	CDS	1236		COG2262	GTPase HflX
hfq	1	1	1	1	1	1	1	1	1	BGMKIKPO_01133	CDS	219		COG1923	RNA-binding protein Hfq
higA	1	1	1	1	1	1	1	1	1	IHGJPHMH_03028	CDS	303			Antitoxin HigA
higA1	1	1	1	1	1	1	1	1	1	DNNBHHGK_01263	CDS	456		COG1396	Antitoxin HigA1
hin	1	1	1	1	1	1	1	1	1	EBMLHIBA_02415	CDS	612		COG1961	DNA-invertase hin
hipO	1	1	1	1	1	1	1	1	1	BGMKIKPO_02802	CDS	1158	3.5.1.32	COG1473	Hippurate hydrolase
hisA	1	1	1	1	1	1	1	1	1	IOFEINNK_02987	CDS	738	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
hisB	1	1	1	1	1	1	1	1	1	GGCDANDK_00390	CDS	597	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
hisC	1	1	1	1	1	1	1	1	1	MOFHFCGN_00168	CDS	1056	2.6.1.9		Histidinol-phosphate aminotransferase
hisD	1	1	1	1	1	1	1	1	1	BGMKIKPO_00963	CDS	1266	1.1.1.23	COG0141	Histidinol dehydrogenase
hisE	1	1	1	1	1	1	1	1	1	MCCDGJGB_00308	CDS	264	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
hisF	1	1	1	1	1	1	1	1	1	LKFOIOBI_00331	CDS	759	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
hisG	1	1	1	1	1	1	1	1	1	MCMEOHNO_00206	CDS	858	2.4.2.17	COG0040	ATP phosphoribosyltransferase
hisH	1	1	1	1	1	1	1	1	1	ADMANBBD_00801	CDS	630	2.4.2.-		Imidazole glycerol phosphate synthase subunit HisH
hisI	1	1	1	1	1	1	1	1	1	LJFCBDKD_01817	CDS	414	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
hisK	1	1	1	1	1	1	1	1	1	DNNBHHGK_00430	CDS	852	3.1.3.15	COG1387	Histidinol-phosphatase
hisN	1	1	1	1	1	1	1	1	1	EBMLHIBA_01385	CDS	807	3.1.3.15	COG0483	Histidinol-phosphatase
hisS	1	1	1	1	1	1	1	1	1	LKFOIOBI_01015	CDS	1263	6.1.1.21		Histidine--tRNA ligase
hisZ	1	1	1	1	1	1	1	1	1	HGOKLDLI_00701	CDS	816			ATP phosphoribosyltransferase regulatory subunit
hit	1	1	1	1	1	1	1	1	1	AGDBFNGI_02783	CDS	435		COG0537	Protein hit
hiuH	1	1	1	1	1	1	1	1	1	ADMANBBD_01258	CDS	324	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
hmp	1	1	1	1	1	1	1	1	1	IGOCDMGC_01979	CDS	1146	1.14.12.17	COG1017	Flavohemoprotein
hmuT	1	1	1	1	1	1	1	1	1	NGPGJBKC_03186	CDS	1050		COG4558	Hemin-binding periplasmic protein HmuT
hmuU	1	1	1	1	1	1	1	1	1	JOIMIODL_01621	CDS	1056		COG0609	Hemin transport system permease protein HmuU
hmuV	1	1	1	1	1	1	1	1	1	MCCDGJGB_03156	CDS	744	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
hom	1	1	1	1	1	1	1	1	1	HGOKLDLI_01102	CDS	1281	1.1.1.3	COG0460	Homoserine dehydrogenase
hpcE	1	1	1	1	1	1	1	1	1	AGEJDLBK_03055	CDS	1482		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
hpcG	1	1	1	1	1	1	1	1	1	AGDBFNGI_03289	CDS	786	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
hpf	1	1	1	1	1	1	1	1	1	FOMIDEFL_02663	CDS	240			Putative metal ABC transporter substrate-binding protein Hpf
hpr	1	1	1	1	1	1	1	1	1	GGCDANDK_03400	CDS	552			HTH-type transcriptional regulator Hpr
hprA	1	1	1	1	1	1	1	1	1	DPNJBGPE_01268	CDS	975	1.1.1.29	COG1052	Glycerate dehydrogenase
hprK	1	1	1	1	1	1	1	1	1	IFGBOHMA_01180	CDS	936	2.7.11.-		HPr kinase/phosphorylase
hpt	1	1	1	1	1	1	1	1	1	MOFHFCGN_02843	CDS	540	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
hrcA	1	1	1	1	1	1	1	1	1	AGDBFNGI_01300	CDS	1071		COG1420	Heat-inducible transcription repressor HrcA
hrdB	1	1	1	1	1	1	1	1	1	AGDBFNGI_01222	CDS	1392		COG0568	RNA polymerase principal sigma factor HrdB
hrtA	1	1	1	1	1	1	1	1	1	LKFOIOBI_00450	CDS	669	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
hsaB	1	1	1	1	1	1	1	1	1	GGCDANDK_02682	CDS	537	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
hslO	1	1	1	1	1	1	1	1	1	EPECHOLL_02377	CDS	882			33 kDa chaperonin
hslR	1	1	1	1	1	1	1	1	1	LJFCBDKD_03247	CDS	426		COG1188	Heat shock protein 15
hslU	1	1	1	1	1	1	1	1	1	PIPEENFB_01858	CDS	1416			ATP-dependent protease ATPase subunit HslU
hslV	1	1	1	1	1	1	1	1	1	BGMKIKPO_00921	CDS	543	3.4.25.2		ATP-dependent protease subunit HslV
hspR	1	1	1	1	1	1	1	1	1	DNNBHHGK_01117	CDS	438		COG0789	Putative heat shock protein HspR
hsrA	1	1	1	1	1	1	1	1	1	JOIMIODL_01652	CDS	1431			putative transport protein HsrA
hssR	1	1	1	1	1	1	1	1	1	EPECHOLL_00366	CDS	675			Heme response regulator HssR
hssS	1	1	1	1	1	1	1	1	1	HGOKLDLI_00811	CDS	1368	2.7.13.3		Heme sensor protein HssS
htpX	1	1	1	1	1	1	1	1	1	IOFEINNK_02350	CDS	894	3.4.24.-		Protease HtpX
htrA	1	1	1	1	1	1	1	1	1	PIPEENFB_01004	CDS	1299	3.4.21.107	COG0265	Serine protease Do-like HtrA
htrB	1	1	1	1	1	1	1	1	1	DPNJBGPE_00191	CDS	1560	3.4.21.107	COG0265	Serine protease Do-like HtrB
hup	1	1	1	1	1	1	1	1	1	AGEJDLBK_02553	CDS	288		COG0776	DNA-binding protein HB1
hutG	1	1	1	1	1	1	1	1	1	HGOKLDLI_00838	CDS	930	3.5.3.8		Formimidoylglutamase
hutH	1	1	1	1	1	1	1	1	1	MCCDGJGB_03137	CDS	1710	4.3.1.3	COG2986	Histidine ammonia-lyase
hutI	1	1	1	1	1	1	1	1	1	MCCDGJGB_03136	CDS	1287	3.5.2.7	COG1228	Imidazolonepropionase
hutU	1	1	1	1	1	1	1	1	1	DPNJBGPE_01634	CDS	1683	4.2.1.49	COG2987	Urocanate hydratase
hxpA	1	1	1	1	1	1	1	1	1	DPNJBGPE_01017	CDS	729	3.1.3.22	COG0637	Hexitol phosphatase A
hxpB	1	1	1	1	1	1	1	1	1	LJFCBDKD_02953	CDS	699	3.1.3.68	COG0637	Hexitol phosphatase B
hypBA1	1	1	1	1	1	1	1	1	1	JOIMIODL_02650	CDS	2076	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
hyuP	1	1	1	1	1	1	1	1	1	IOFEINNK_02710	CDS	1443			Hydantoin permease
iap	1	1	1	1	1	1	1	1	1	LJFCBDKD_02871	CDS	1071	3.4.-.-	COG0791	putative endopeptidase p60
icaC	1	1	1	1	1	1	1	1	1	IFGBOHMA_00152	CDS	1071		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
icd	1	1	1	1	1	1	1	1	1	LKFOIOBI_00957	CDS	1269	1.1.1.42		Isocitrate dehydrogenase [NADP]
icl1	1	1	1	1	1	1	1	1	1	DPNJBGPE_02213	CDS	1317	4.1.3.1		Isocitrate lyase 1
iclR	1	1	1	1	1	1	1	1	1	AGEJDLBK_01897	CDS	750		COG1414	Transcriptional repressor IclR
ideR	1	1	1	1	1	1	1	1	1	IHGJPHMH_01699	CDS	651		COG1321	Iron-dependent repressor IdeR
idnD	1	1	1	1	1	1	1	1	1	AGBMBALL_01521	CDS	1005	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
ido	1	1	1	1	1	1	1	1	1	PIPEENFB_00797	CDS	765	1.14.11.45		L-isoleucine-4-hydroxylase
ileS	1	1	1	1	1	1	1	1	1	LJFCBDKD_00915	CDS	3297	6.1.1.5	COG0060	Isoleucine--tRNA ligase
ilvA	1	1	1	1	1	1	1	1	1	LDOPIMGM_00690	CDS	1287	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
ilvB	1	1	1	1	1	1	1	1	1	MOFHFCGN_02246	CDS	1791	2.2.1.6	COG0028	Acetolactate synthase large subunit
ilvB1	1	1	1	1	1	1	1	1	1	ADMANBBD_00236	CDS	1938	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
ilvC	1	1	1	1	1	1	1	1	1	AGEJDLBK_00402	CDS	906	1.1.1.86		Ketol-acid reductoisomerase
ilvD	1	1	1	1	1	1	1	1	1	AGEJDLBK_02122	CDS	1713	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ilvE	1	1	1	1	1	1	1	1	1	LJFCBDKD_02357	CDS	1092	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
ilvG	1	1	1	1	1	1	1	1	1	EBMLHIBA_01756	CDS	1656	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
ilvH	1	1	1	1	1	1	1	1	1	EPECHOLL_02793	CDS	474	2.2.1.6	COG0440	Acetolactate synthase small subunit
immR	1	1	1	1	1	1	1	1	1	FAGDNHIP_01422	CDS	354		COG1396	HTH-type transcriptional regulator ImmR
ind7	1	1	1	1	1	1	1	1	1	AGBMBALL_02821	CDS	627	2.1.1.328		N-demethylindolmycin N-methyltransferase
infA	1	1	1	1	1	1	1	1	1	GGCDANDK_03423	CDS	222		COG0361	Translation initiation factor IF-1
infB	1	1	1	1	1	1	1	1	1	MCMEOHNO_01404	CDS	2919		COG0532	Translation initiation factor IF-2
infC	1	1	1	1	1	1	1	1	1	DPNJBGPE_02418	CDS	453		COG0290	Translation initiation factor IF-3
inhA	1	1	1	1	1	1	1	1	1	FOMIDEFL_03527	CDS	843	4.2.1.103		Isonitrile hydratase
ino1	1	1	1	1	1	1	1	1	1	IOFEINNK_00424	CDS	1086	5.5.1.4	COG1260	Inositol-3-phosphate synthase
iolB	1	1	1	1	1	1	1	1	1	HAJKDPKL_03305	CDS	1005	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
iolC	1	1	1	1	1	1	1	1	1	DNNBHHGK_01443	CDS	1035	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
iolD	1	1	1	1	1	1	1	1	1	AGBMBALL_02888	CDS	1911	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
iolE	1	1	1	1	1	1	1	1	1	HAJKDPKL_01675	CDS	849	4.2.1.44		Inosose dehydratase
iolG	1	1	1	1	1	1	1	1	1	LJFCBDKD_02224	CDS	1134	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
iolI	1	1	1	1	1	1	1	1	1	LJFCBDKD_02507	CDS	849	5.3.99.11	COG1082	Inosose isomerase
iolS	1	1	1	1	1	1	1	1	1	FOMIDEFL_03574	CDS	1053	1.1.1.-	COG0667	Aldo-keto reductase IolS
iolT	1	1	1	1	1	1	1	1	1	MCCDGJGB_02224	CDS	1428			Major myo-inositol transporter IolT
iolU	1	1	1	1	1	1	1	1	1	JOIMIODL_00804	CDS	2013	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
iolW	1	1	1	1	1	1	1	1	1	FOMIDEFL_01700	CDS	1026	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
iolX	1	1	1	1	1	1	1	1	1	DPNJBGPE_03176	CDS	1224	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
ipdC	1	1	1	1	1	1	1	1	1	EPECHOLL_02424	CDS	1644	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
ipuC	1	1	1	1	1	1	1	1	1	IHGJPHMH_00583	CDS	1425	6.3.2.-		Glutamate--isopropylamine ligase
irtA	1	1	1	1	1	1	1	1	1	LDOPIMGM_02659	CDS	1818	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
isaA	1	1	1	1	1	1	1	1	1	FAGDNHIP_00206	CDS	369	3.2.-.-		putative transglycosylase IsaA
iscS	1	1	1	1	1	1	1	1	1	NGPGJBKC_01141	CDS	1233	2.8.1.7	COG1104	IscS-like cysteine desulfurase
isdI	1	1	1	1	1	1	1	1	1	HGOKLDLI_00979	CDS	315	1.14.99.48	COG2329	Heme oxygenase (staphylobilin-producing) 2
ispB	1	1	1	1	1	1	1	1	1	IHGJPHMH_01052	CDS	1206	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
ispD	1	1	1	1	1	1	1	1	1	HAJKDPKL_01207	CDS	813	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ispE	1	1	1	1	1	1	1	1	1	EPECHOLL_02394	CDS	849	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ispF	1	1	1	1	1	1	1	1	1	AGBMBALL_01770	CDS	507	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
ispG	1	1	1	1	1	1	1	1	1	IOFEINNK_03049	CDS	1149	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
ispH2	1	1	1	1	1	1	1	1	1	MCMEOHNO_02473	CDS	1062	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
iucC	1	1	1	1	1	1	1	1	1	PIPEENFB_01291	CDS	1962	6.3.2.39	COG4264	Aerobactin synthase
iucD	1	1	1	1	1	1	1	1	1	LJFCBDKD_02622	CDS	1773	1.14.13.59	COG3486	L-lysine N6-monooxygenase
kanE	1	1	1	1	1	1	1	1	1	JOIMIODL_02766	CDS	1131	2.4.1.301		Alpha-D-kanosaminyltransferase
kapB	1	1	1	1	1	1	1	1	1	BGMKIKPO_00523	CDS	381			Kinase-associated lipoprotein B
katA	1	1	1	1	1	1	1	1	1	IFGBOHMA_02039	CDS	1482	1.11.1.6	COG0753	Catalase
katE	1	1	1	1	1	1	1	1	1	HAJKDPKL_02806	CDS	2220	1.11.1.6	COG0753	Catalase HPII
katG	1	1	1	1	1	1	1	1	1	LDOPIMGM_03024	CDS	2205	1.11.1.21		Catalase-peroxidase
kbl	1	1	1	1	1	1	1	1	1	DNNBHHGK_00148	CDS	1215	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
kce	1	1	1	1	1	1	1	1	1	IFGBOHMA_00274	CDS	891	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
kdgA	1	1	1	1	1	1	1	1	1	DNNBHHGK_00273	CDS	654		COG0800	KHG/KDPG aldolase
kdgK	1	1	1	1	1	1	1	1	1	HAJKDPKL_00126	CDS	984	2.7.1.45		2-dehydro-3-deoxygluconokinase
kdgR	1	1	1	1	1	1	1	1	1	EPECHOLL_01236	CDS	999		COG1609	HTH-type transcriptional regulator KdgR
kdgT	1	1	1	1	1	1	1	1	1	JOIMIODL_01009	CDS	1155			2-keto-3-deoxygluconate permease
kduD	1	1	1	1	1	1	1	1	1	IGOCDMGC_02307	CDS	765	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
kefB	1	1	1	1	1	1	1	1	1	LJFCBDKD_01180	CDS	1755			Glutathione-regulated potassium-efflux system protein KefB
kgd	1	1	1	1	1	1	1	1	1	MCCDGJGB_03729	CDS	3762	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
kipA	1	1	1	1	1	1	1	1	1	FAGDNHIP_01075	CDS	1011		COG1984	KipI antagonist
kipI	1	1	1	1	1	1	1	1	1	MOFHFCGN_00160	CDS	708		COG2049	Kinase A inhibitor
kipR	1	1	1	1	1	1	1	1	1	IHGJPHMH_02513	CDS	849		COG1414	HTH-type transcriptional regulator KipR
kmtR	1	1	1	1	1	1	1	1	1	AGBMBALL_00541	CDS	459		COG0640	HTH-type transcriptional regulator KmtR
korA	1	1	1	1	1	1	1	1	1	EPECHOLL_01382	CDS	1761	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
korB	1	1	1	1	1	1	1	1	1	BGMKIKPO_01109	CDS	867	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
ksgA	1	1	1	1	1	1	1	1	1	DNNBHHGK_01922	CDS	921	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
kshB	1	1	1	1	1	1	1	1	1	MCCDGJGB_00675	CDS	1512	1.14.13.142		3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
kstR2	1	1	1	1	1	1	1	1	1	EBMLHIBA_03396	CDS	663			HTH-type transcriptional repressor KstR2
ktrA	1	1	1	1	1	1	1	1	1	IFGBOHMA_01578	CDS	660		COG0569	Ktr system potassium uptake protein A
ktrB	1	1	1	1	1	1	1	1	1	GGCDANDK_01995	CDS	1464		COG0168	Ktr system potassium uptake protein B
kynA	1	1	1	1	1	1	1	1	1	MCCDGJGB_01841	CDS	1044	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
kynB	1	1	1	1	1	1	1	1	1	IFGBOHMA_02186	CDS	741	3.5.1.9		Kynurenine formamidase
kynU	1	1	1	1	1	1	1	1	1	AGEJDLBK_03129	CDS	1266	3.7.1.3		Kynureninase
lacC	1	1	1	1	1	1	1	1	1	BGMKIKPO_02986	CDS	936	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
lacE	1	1	1	1	1	1	1	1	1	LJFCBDKD_03222	CDS	1335			Lactose-binding protein
lacF	1	1	1	1	1	1	1	1	1	LJFCBDKD_01413	CDS	930			Lactose transport system permease protein LacF
lacG	1	1	1	1	1	1	1	1	1	NGPGJBKC_01107	CDS	894			Lactose transport system permease protein LacG
lacI	1	1	1	1	1	1	1	1	1	DPNJBGPE_01490	CDS	1023		COG1609	Lactose operon repressor
lacR	1	1	1	1	1	1	1	1	1	AGDBFNGI_01741	CDS	759			Lactose phosphotransferase system repressor
lacZ	1	1	1	1	1	1	1	1	1	AGBMBALL_00293	CDS	3003	3.2.1.23		Beta-galactosidase
lap	1	1	1	1	1	1	1	1	1	IOFEINNK_01026	CDS	2061	3.4.11.1		Aminopeptidase
lapB	1	1	1	1	1	1	1	1	1	BGMKIKPO_02733	CDS	1248			Lipopolysaccharide assembly protein B
larA	1	1	1	1	1	1	1	1	1	IGOCDMGC_02458	CDS	1263	5.1.2.1	COG3875	Lactate racemase
larB	1	1	1	1	1	1	1	1	1	MCMEOHNO_03050	CDS	753	3.-.-.-	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
larC	1	1	1	1	1	1	1	1	1	DNNBHHGK_02445	CDS	1395			Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
larE	1	1	1	1	1	1	1	1	1	BGMKIKPO_00426	CDS	825	2.8.1.-	COG1606	Pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase
lcdH	1	1	1	1	1	1	1	1	1	FAGDNHIP_00287	CDS	468	1.1.1.108		L-carnitine dehydrogenase
lcfB	1	1	1	1	1	1	1	1	1	MCCDGJGB_01279	CDS	2742	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
lcoP	1	1	1	1	1	1	1	1	1	HAJKDPKL_03653	CDS	2004		COG1292	Betaine/ectoine transporter LcoP
lcpA	1	1	1	1	1	1	1	1	1	AGBMBALL_00749	CDS	1236		COG1316	Cell wall biosynthesis protein LcpA
lcpB	1	1	1	1	1	1	1	1	1	DNNBHHGK_00082	CDS	1050		COG1316	putative cell wall biosynthesis protein LcpB
lctP	1	1	1	1	1	1	1	1	1	MOFHFCGN_00504	CDS	1602		COG1620	L-lactate permease
ldh2	1	1	1	1	1	1	1	1	1	AGBMBALL_01227	CDS	879	1.1.1.27		L-lactate dehydrogenase 2
ldhA	1	1	1	1	1	1	1	1	1	FAGDNHIP_01228	CDS	957	1.1.1.27		L-lactate dehydrogenase 1
ldtB	1	1	1	1	1	1	1	1	1	HAJKDPKL_02419	CDS	1548	2.3.2.-		L,D-transpeptidase 2
legI	1	1	1	1	1	1	1	1	1	GGCDANDK_00236	CDS	888	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
lepA	1	1	1	1	1	1	1	1	1	MOFHFCGN_01220	CDS	1824	3.6.5.-		Elongation factor 4
lepB	1	1	1	1	1	1	1	1	1	LJFCBDKD_00898	CDS	537	3.4.21.89	COG0681	Signal peptidase I
