"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SEQ_341_10","SEQ_738_7","SEQ_862_5","SEQ_876_5","SEQ_900_4","SEQ_908_10","SEQ_947_12","SEQ_962_6","SEQ_BC9"
"rspR_1","","HTH-type transcriptional repressor RspR","9","9","1","14","533","","","","680","680","680","FAGDNHIP_00142","BGMKIKPO_00606","HGOKLDLI_00678","IGOCDMGC_01493","LKFOIOBI_00315","MOFHFCGN_01979","IFGBOHMA_00235","PIPEENFB_01584","EPECHOLL_00227"
"aroE","","Shikimate dehydrogenase (NADP(+))","9","9","1","14","3090","","","","797","797","797","FAGDNHIP_01067","BGMKIKPO_01328","HGOKLDLI_01365","IGOCDMGC_00807","LKFOIOBI_01047","MOFHFCGN_01231","IFGBOHMA_00915","PIPEENFB_00878","EPECHOLL_00999"
"capD","","Capsule biosynthesis protein CapD proenzyme","9","9","1","14","577","","","","1649","1649","1649","FAGDNHIP_00102","BGMKIKPO_00646","HGOKLDLI_02233","IGOCDMGC_01532","LKFOIOBI_00276","MOFHFCGN_02019","IFGBOHMA_00192","PIPEENFB_01624","EPECHOLL_00266"
"group_4743","","putative acetyl-CoA acyltransferase","9","9","1","14","609","","","","1154","1154","1154","FAGDNHIP_00078","BGMKIKPO_00672","HGOKLDLI_02206","IGOCDMGC_01557","LKFOIOBI_00251","MOFHFCGN_02045","IFGBOHMA_00166","PIPEENFB_01650","EPECHOLL_02586"
"group_4744","","hypothetical protein","9","9","1","14","2765","","","","296","296","296","FAGDNHIP_02139","BGMKIKPO_01113","HGOKLDLI_01067","IGOCDMGC_02240","LKFOIOBI_01426","MOFHFCGN_00930","IFGBOHMA_00616","PIPEENFB_01900","EPECHOLL_01377"
"uxuA","","Mannonate dehydratase","9","9","1","14","1900","","","","1031","1031","1031","FAGDNHIP_02625","BGMKIKPO_02635","HGOKLDLI_02590","IGOCDMGC_00575","LKFOIOBI_02752","MOFHFCGN_01936","IFGBOHMA_00055","PIPEENFB_01984","EPECHOLL_02533"
"purB","","Adenylosuccinate lyase","9","9","1","14","2340","","","","1295","1295","1295","FAGDNHIP_02518","BGMKIKPO_01579","HGOKLDLI_02697","IGOCDMGC_01888","LKFOIOBI_01911","MOFHFCGN_02172","IFGBOHMA_01984","PIPEENFB_01835","EPECHOLL_02338"
"liaS","","Sensor histidine kinase LiaS","9","9","1","14","2022","","","","1109","1109","1109","FAGDNHIP_00490","BGMKIKPO_00074","HGOKLDLI_01654","IGOCDMGC_00454","LKFOIOBI_00825","MOFHFCGN_01517","IFGBOHMA_01629","PIPEENFB_02430","EPECHOLL_00020"
"group_4748","","putative protein","9","9","1","14","2828","","","","296","296","296","FAGDNHIP_00611","BGMKIKPO_01173","HGOKLDLI_01127","IGOCDMGC_01290","LKFOIOBI_01487","MOFHFCGN_00991","IFGBOHMA_00676","PIPEENFB_02343","EPECHOLL_01246"
"group_4749","","Putative 5'(3')-deoxyribonucleotidase","9","9","1","14","3883","","","","548","548","548","FAGDNHIP_01790","BGMKIKPO_01761","HGOKLDLI_00171","IGOCDMGC_01054","LKFOIOBI_02285","MOFHFCGN_00169","IFGBOHMA_01143","PIPEENFB_00502","EPECHOLL_02045"
"nag3","","Beta-N-acetylglucosaminidase/beta-glucosidase","9","9","1","14","525","","","","1724","1724","1724","FAGDNHIP_00149","BGMKIKPO_00599","HGOKLDLI_00685","IGOCDMGC_01486","LKFOIOBI_00322","MOFHFCGN_01972","IFGBOHMA_00242","PIPEENFB_01577","EPECHOLL_00220"
"group_4750","","hypothetical protein","9","9","1","14","2916","","","","221","221","221","FAGDNHIP_00910","BGMKIKPO_02768","HGOKLDLI_01209","IGOCDMGC_00650","LKFOIOBI_01204","MOFHFCGN_01074","IFGBOHMA_00758","PIPEENFB_02261","EPECHOLL_01156"
"group_4751","","hypothetical protein","9","9","1","14","1450","","","","224","224","224","FAGDNHIP_01409","BGMKIKPO_01196","HGOKLDLI_02059","IGOCDMGC_02097","LKFOIOBI_01636","MOFHFCGN_01652","IFGBOHMA_02095","PIPEENFB_02562","EPECHOLL_02626"
"mrpD","","Na(+)/H(+) antiporter subunit D","9","9","1","14","3986","","","","1505","1505","1505","FAGDNHIP_01885","BGMKIKPO_01665","HGOKLDLI_00075","IGOCDMGC_01150","LKFOIOBI_02381","MOFHFCGN_00074","IFGBOHMA_01047","PIPEENFB_00598","EPECHOLL_01947"
"group_4753","","hypothetical protein","9","9","1","14","4436","","","","296","296","296","FAGDNHIP_02285","BGMKIKPO_02531","HGOKLDLI_01765","IGOCDMGC_01847","LKFOIOBI_00702","MOFHFCGN_00640","IFGBOHMA_02559","PIPEENFB_01230","EPECHOLL_02260"
"narT","","putative nitrate transporter NarT","9","9","1","14","414","","","","1166","1166","1166","FAGDNHIP_00240","BGMKIKPO_02488","HGOKLDLI_00778","IGOCDMGC_01400","LKFOIOBI_00414","MOFHFCGN_00534","IFGBOHMA_00335","PIPEENFB_01485","EPECHOLL_00332"
"fadA","","3-ketoacyl-CoA thiolase","9","9","1","14","1559","","","","1184","1184","1184","FAGDNHIP_00751","BGMKIKPO_00306","HGOKLDLI_01696","IGOCDMGC_01991","LKFOIOBI_00655","MOFHFCGN_02756","IFGBOHMA_02191","PIPEENFB_02473","EPECHOLL_01856"
"valS","","Valine--tRNA ligase","9","9","1","14","3155","","","","2630","2630","2630","FAGDNHIP_01130","BGMKIKPO_02613","HGOKLDLI_01426","IGOCDMGC_00868","LKFOIOBI_00985","MOFHFCGN_01292","IFGBOHMA_01860","PIPEENFB_00939","EPECHOLL_00937"
"ywiB","","putative beta-barrel protein YwiB","9","9","1","14","4008","","","","413","413","413","FAGDNHIP_01906","BGMKIKPO_01644","HGOKLDLI_00054","IGOCDMGC_01171","LKFOIOBI_02402","MOFHFCGN_00053","IFGBOHMA_01026","PIPEENFB_00619","EPECHOLL_01926"
"group_4758","","hypothetical protein","9","9","1","14","465","","","","464","464","464","FAGDNHIP_00202","BGMKIKPO_01002","HGOKLDLI_00738","IGOCDMGC_01436","LKFOIOBI_00376","MOFHFCGN_00572","IFGBOHMA_00295","PIPEENFB_01524","EPECHOLL_00292"
"group_4759","","hypothetical protein","9","9","1","14","3478","","","","224","224","224","FAGDNHIP_01656","BGMKIKPO_00592","HGOKLDLI_00470","IGOCDMGC_00062","LKFOIOBI_02037","MOFHFCGN_01897","IFGBOHMA_01445","PIPEENFB_00199","EPECHOLL_02555"
"group_476","","hypothetical protein","9","9","1","14","524","","","","845","845","845","FAGDNHIP_00150","BGMKIKPO_00598","HGOKLDLI_00686","IGOCDMGC_01485","LKFOIOBI_00323","MOFHFCGN_01971","IFGBOHMA_00243","PIPEENFB_01576","EPECHOLL_00219"
"yhdG_4","","putative amino acid permease YhdG","9","9","1","14","773","","","","1382","1382","1382","FAGDNHIP_00380","BGMKIKPO_00443","HGOKLDLI_02383","IGOCDMGC_02474","LKFOIOBI_00114","MOFHFCGN_02380","IFGBOHMA_00478","PIPEENFB_01728","EPECHOLL_02453"
"group_4761","","hypothetical protein","9","9","1","14","2923","","","","434","434","434","FAGDNHIP_00917","BGMKIKPO_02761","HGOKLDLI_01216","IGOCDMGC_00657","LKFOIOBI_01197","MOFHFCGN_01081","IFGBOHMA_00765","PIPEENFB_02254","EPECHOLL_01149"
"tal","","Transaldolase","9","9","1","14","3276","","","","713","713","713","FAGDNHIP_01243","BGMKIKPO_03025","HGOKLDLI_01539","IGOCDMGC_00338","LKFOIOBI_00872","MOFHFCGN_01405","IFGBOHMA_01747","PIPEENFB_01052","EPECHOLL_00153"
"ctsR","","Transcriptional regulator CtsR","9","9","1","14","1841","","","","461","461","461","FAGDNHIP_00846","BGMKIKPO_02130","HGOKLDLI_02540","IGOCDMGC_00506","LKFOIOBI_02576","MOFHFCGN_02293","IFGBOHMA_00005","PIPEENFB_02034","EPECHOLL_02475"
"fabF","","3-oxoacyl-[acyl-carrier-protein] synthase 2","9","9","1","14","3523","","","","1244","1244","1244","FAGDNHIP_01520","BGMKIKPO_00552","HGOKLDLI_00430","IGOCDMGC_00102","LKFOIOBI_02078","MOFHFCGN_01857","IFGBOHMA_01405","PIPEENFB_00239","EPECHOLL_00734"
"pbuE_1","","Purine efflux pump PbuE","9","9","1","14","495","","","","1172","1172","1172","FAGDNHIP_00177","BGMKIKPO_00977","HGOKLDLI_00713","IGOCDMGC_01458","LKFOIOBI_00350","MOFHFCGN_00598","IFGBOHMA_00270","PIPEENFB_01549","EPECHOLL_00191"
"rbsD_2","","D-ribose pyranase","9","9","1","14","891","","","","404","404","404","FAGDNHIP_01320","BGMKIKPO_00786","HGOKLDLI_02476","IGOCDMGC_02322","LKFOIOBI_00009","MOFHFCGN_02478","IFGBOHMA_00385","PIPEENFB_02394","EPECHOLL_02062"
"menG","","Demethylmenaquinone methyltransferase","9","9","1","14","2961","","","","701","701","701","FAGDNHIP_00951","BGMKIKPO_01897","HGOKLDLI_01250","IGOCDMGC_00691","LKFOIOBI_01163","MOFHFCGN_01115","IFGBOHMA_00799","PIPEENFB_02220","EPECHOLL_01115"
"ypdF","","Aminopeptidase YpdF","9","9","1","14","3015","","","","1058","1058","1058","FAGDNHIP_01002","BGMKIKPO_01949","HGOKLDLI_01301","IGOCDMGC_00743","LKFOIOBI_01112","MOFHFCGN_01167","IFGBOHMA_00851","PIPEENFB_02168","EPECHOLL_01064"
"group_4769","","hypothetical protein","9","9","1","14","3087","","","","584","584","584","FAGDNHIP_01064","BGMKIKPO_01331","HGOKLDLI_01362","IGOCDMGC_00804","LKFOIOBI_01050","MOFHFCGN_01228","IFGBOHMA_00912","PIPEENFB_00875","EPECHOLL_01002"
"group_477","","hypothetical protein","9","9","1","14","522","","","","269","269","269","FAGDNHIP_00152","BGMKIKPO_00596","HGOKLDLI_00688","IGOCDMGC_01483","LKFOIOBI_00325","MOFHFCGN_01969","IFGBOHMA_00245","PIPEENFB_01574","EPECHOLL_00217"
"ybeY","","Endoribonuclease YbeY","9","9","1","14","3063","","","","461","461","461","FAGDNHIP_01043","BGMKIKPO_01352","HGOKLDLI_01341","IGOCDMGC_00783","LKFOIOBI_01071","MOFHFCGN_01207","IFGBOHMA_00891","PIPEENFB_02128","EPECHOLL_01023"
"lgt","","Prolipoprotein diacylglyceryl transferase","9","9","1","14","3841","","","","836","836","836","FAGDNHIP_01752","BGMKIKPO_01799","HGOKLDLI_00209","IGOCDMGC_01016","LKFOIOBI_02248","MOFHFCGN_00207","IFGBOHMA_01181","PIPEENFB_00464","EPECHOLL_00577"
"accA","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","9","9","1","14","3188","","","","944","944","944","FAGDNHIP_01163","BGMKIKPO_02580","HGOKLDLI_01459","IGOCDMGC_00258","LKFOIOBI_00952","MOFHFCGN_01325","IFGBOHMA_01827","PIPEENFB_00972","EPECHOLL_00904"
"gltC_2","","HTH-type transcriptional regulator GltC","9","9","1","14","1891","","","","875","875","875","FAGDNHIP_02633","BGMKIKPO_02627","HGOKLDLI_02582","IGOCDMGC_00567","LKFOIOBI_02760","MOFHFCGN_01945","IFGBOHMA_00047","PIPEENFB_01992","EPECHOLL_02525"
"ybbH_2","","putative HTH-type transcriptional regulator YbbH","9","9","1","14","318","","","","875","875","875","FAGDNHIP_00323","BGMKIKPO_01031","HGOKLDLI_00861","IGOCDMGC_02024","LKFOIOBI_00497","MOFHFCGN_00451","IFGBOHMA_01875","PIPEENFB_01402","EPECHOLL_00414"
"natA_1","","ABC transporter ATP-binding protein NatA","9","9","1","14","349","","","","899","899","899","FAGDNHIP_00294","BGMKIKPO_01060","HGOKLDLI_00832","IGOCDMGC_01346","LKFOIOBI_00468","MOFHFCGN_00480","IFGBOHMA_01904","PIPEENFB_01431","EPECHOLL_00386"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","9","9","1","14","3335","","","","965","965","965","FAGDNHIP_02544","BGMKIKPO_00731","HGOKLDLI_00600","IGOCDMGC_02419","LKFOIOBI_01306","MOFHFCGN_00811","IFGBOHMA_01506","PIPEENFB_00069","EPECHOLL_01566"
"group_4777","","hypothetical protein","9","9","1","14","257","","","","251","251","251","FAGDNHIP_02695","BGMKIKPO_02271","HGOKLDLI_00917","IGOCDMGC_02669","LKFOIOBI_00554","MOFHFCGN_00395","IFGBOHMA_02389","PIPEENFB_01346","EPECHOLL_00472"
"cfiB_2","","2-oxoglutarate carboxylase small subunit","9","9","1","14","3389","","","","3455","3455","3455","FAGDNHIP_01996","BGMKIKPO_02429","HGOKLDLI_00553","IGOCDMGC_01674","LKFOIOBI_01957","MOFHFCGN_00764","IFGBOHMA_01553","PIPEENFB_00116","EPECHOLL_01615"
"metQ_2","","Methionine-binding lipoprotein MetQ","9","9","1","14","703","","","","818","818","818","FAGDNHIP_00003","BGMKIKPO_02100","HGOKLDLI_02125","IGOCDMGC_01637","LKFOIOBI_00176","MOFHFCGN_02126","IFGBOHMA_00085","PIPEENFB_02114","EPECHOLL_00815"
"group_478","","putative oxidoreductase","9","9","1","14","521","","","","704","704","704","FAGDNHIP_00153","BGMKIKPO_00595","HGOKLDLI_00689","IGOCDMGC_01482","LKFOIOBI_00326","MOFHFCGN_01968","IFGBOHMA_00246","PIPEENFB_01573","EPECHOLL_00216"
"rbsK/rbiA","","Bifunctional ribokinase/ribose-5-phosphate isomerase A","9","9","1","14","892","","","","914","914","914","FAGDNHIP_01319","BGMKIKPO_00787","HGOKLDLI_02477","IGOCDMGC_02323","LKFOIOBI_00008","MOFHFCGN_02479","IFGBOHMA_00384","PIPEENFB_02395","EPECHOLL_02061"
"group_4781","","putative protein","9","9","1","14","3533","","","","905","905","905","FAGDNHIP_01530","BGMKIKPO_00542","HGOKLDLI_00420","IGOCDMGC_00112","LKFOIOBI_02088","MOFHFCGN_01847","IFGBOHMA_01395","PIPEENFB_00249","EPECHOLL_00724"
"lysP_1","","Lysine-specific permease","9","9","1","14","2808","","","","1445","1445","1445","FAGDNHIP_00631","BGMKIKPO_01153","HGOKLDLI_01107","IGOCDMGC_01310","LKFOIOBI_01467","MOFHFCGN_00971","IFGBOHMA_00656","PIPEENFB_01940","EPECHOLL_01343"
"moaD","","Molybdopterin synthase sulfur carrier subunit","9","9","1","14","265","","","","233","233","233","FAGDNHIP_00372","BGMKIKPO_02278","HGOKLDLI_00910","IGOCDMGC_02073","LKFOIOBI_00547","MOFHFCGN_00402","IFGBOHMA_02382","PIPEENFB_01353","EPECHOLL_00465"
"group_4784","","hypothetical protein","9","9","1","14","3153","","","","818","818","818","FAGDNHIP_01128","BGMKIKPO_01269","HGOKLDLI_01424","IGOCDMGC_00866","LKFOIOBI_00987","MOFHFCGN_01290","IFGBOHMA_00974","PIPEENFB_00937","EPECHOLL_00939"
"mdtH","","Multidrug resistance protein MdtH","9","9","1","14","3253","","","","1169","1169","1169","FAGDNHIP_01224","BGMKIKPO_02962","HGOKLDLI_01520","IGOCDMGC_00319","LKFOIOBI_00891","MOFHFCGN_01386","IFGBOHMA_01766","PIPEENFB_01033","EPECHOLL_00173"
"group_4786","","Lipoate--protein ligase 2","9","9","1","14","801","","","","1022","1022","1022","FAGDNHIP_00404","BGMKIKPO_00419","HGOKLDLI_02407","IGOCDMGC_02450","LKFOIOBI_00090","MOFHFCGN_02404","IFGBOHMA_00454","PIPEENFB_01704","EPECHOLL_02430"
"oxyR","","Hydrogen peroxide-inducible genes activator","9","9","1","14","3942","","","","854","854","854","FAGDNHIP_01843","BGMKIKPO_01707","HGOKLDLI_00117","IGOCDMGC_01108","LKFOIOBI_02339","MOFHFCGN_00116","IFGBOHMA_01089","PIPEENFB_00556","EPECHOLL_01989"
"group_4788","","hypothetical protein","9","9","1","14","3735","","","","233","233","233","FAGDNHIP_01739","BGMKIKPO_00801","HGOKLDLI_00285","IGOCDMGC_00247","LKFOIOBI_02235","MOFHFCGN_00290","IFGBOHMA_01260","PIPEENFB_00384","EPECHOLL_00589"
"icaC","","putative poly-beta-1,6-N-acetyl-D-glucosamine export protein","9","9","1","14","626","","","","1070","1070","1070","FAGDNHIP_00064","BGMKIKPO_00687","HGOKLDLI_02192","IGOCDMGC_01571","LKFOIOBI_00237","MOFHFCGN_02059","IFGBOHMA_00152","PIPEENFB_02047","EPECHOLL_00124"
"group_479","","hypothetical protein","9","9","1","14","519","","","","368","368","368","FAGDNHIP_00155","BGMKIKPO_00593","HGOKLDLI_00691","IGOCDMGC_01480","LKFOIOBI_00328","MOFHFCGN_01966","IFGBOHMA_00248","PIPEENFB_01571","EPECHOLL_00213"
"group_4790","","hypothetical protein","9","9","1","14","3217","","","","440","440","440","FAGDNHIP_01189","BGMKIKPO_01509","HGOKLDLI_01485","IGOCDMGC_00284","LKFOIOBI_00926","MOFHFCGN_01351","IFGBOHMA_01801","PIPEENFB_00998","EPECHOLL_00877"
"group_4791","","hypothetical protein","9","9","1","14","389","","","","419","419","419","FAGDNHIP_00262","BGMKIKPO_02466","HGOKLDLI_00800","IGOCDMGC_01378","LKFOIOBI_00436","MOFHFCGN_00512","IFGBOHMA_00358","PIPEENFB_01463","EPECHOLL_00354"
"cggR","","Central glycolytic genes regulator","9","9","1","14","3733","","","","1016","1016","1016","FAGDNHIP_01738","BGMKIKPO_00800","HGOKLDLI_00286","IGOCDMGC_00246","LKFOIOBI_02234","MOFHFCGN_00291","IFGBOHMA_01261","PIPEENFB_00383","EPECHOLL_00590"
"nhaX","","Stress response protein NhaX","9","9","1","14","3194","","","","413","413","413","FAGDNHIP_01169","BGMKIKPO_01489","HGOKLDLI_01465","IGOCDMGC_00264","LKFOIOBI_00946","MOFHFCGN_01331","IFGBOHMA_01821","PIPEENFB_00978","EPECHOLL_00898"
"pcrA","","ATP-dependent DNA helicase PcrA","9","9","1","14","2335","","","","2210","2210","2210","FAGDNHIP_02514","BGMKIKPO_01575","HGOKLDLI_02701","IGOCDMGC_01892","LKFOIOBI_01915","MOFHFCGN_02168","IFGBOHMA_01988","PIPEENFB_01831","EPECHOLL_02334"
"mreC","","Cell shape-determining protein MreC","9","9","1","14","3142","","","","842","842","842","FAGDNHIP_01117","BGMKIKPO_01279","HGOKLDLI_01414","IGOCDMGC_00856","LKFOIOBI_00997","MOFHFCGN_01280","IFGBOHMA_00964","PIPEENFB_00927","EPECHOLL_00949"
"group_4796","","putative transcriptional regulatory protein","9","9","1","14","3947","","","","716","716","716","FAGDNHIP_01847","BGMKIKPO_01703","HGOKLDLI_00113","IGOCDMGC_01112","LKFOIOBI_02343","MOFHFCGN_00112","IFGBOHMA_01085","PIPEENFB_00560","EPECHOLL_01985"
"gbsA","","Betaine aldehyde dehydrogenase","9","9","1","14","762","","","","1493","1493","1493","FAGDNHIP_01261","BGMKIKPO_00451","HGOKLDLI_02375","IGOCDMGC_02481","LKFOIOBI_00123","MOFHFCGN_02372","IFGBOHMA_00486","PIPEENFB_01736","EPECHOLL_02461"
"xpt","","Xanthine phosphoribosyltransferase","9","9","1","14","1426","","","","581","581","581","FAGDNHIP_01432","BGMKIKPO_01219","HGOKLDLI_02036","IGOCDMGC_02120","LKFOIOBI_01659","MOFHFCGN_01675","IFGBOHMA_02118","PIPEENFB_02585","EPECHOLL_02648"
"group_4799","","hypothetical protein","9","9","1","14","3381","","","","251","251","251","FAGDNHIP_01988","BGMKIKPO_02437","HGOKLDLI_00561","IGOCDMGC_01666","LKFOIOBI_01259","MOFHFCGN_00772","IFGBOHMA_01545","PIPEENFB_00108","EPECHOLL_01607"
"orr","","Ornithine racemase","9","9","1","14","167","","","","458","1061","958","FAGDNHIP_00573","BGMKIKPO_02199","HGOKLDLI_00974","IGOCDMGC_02738","LKFOIOBI_00611","MOFHFCGN_00338","IFGBOHMA_02446","PIPEENFB_01289","EPECHOLL_00529"
"hisI","","Phosphoribosyl-AMP cyclohydrolase","9","9","1","14","517","","","","629","629","629","FAGDNHIP_00157","BGMKIKPO_00957","HGOKLDLI_00693","IGOCDMGC_01478","LKFOIOBI_00330","MOFHFCGN_01964","IFGBOHMA_00250","PIPEENFB_01569","EPECHOLL_00211"
"group_4800","","hypothetical protein","9","9","1","14","477","","","","512","512","512","FAGDNHIP_00193","BGMKIKPO_00993","HGOKLDLI_00729","IGOCDMGC_01442","LKFOIOBI_00367","MOFHFCGN_00582","IFGBOHMA_00286","PIPEENFB_01533","EPECHOLL_00283"
"cidB","","Holin-like protein CidB","9","9","1","14","603","","","","686","686","686","FAGDNHIP_00084","BGMKIKPO_00666","HGOKLDLI_02212","IGOCDMGC_01551","LKFOIOBI_00257","MOFHFCGN_02039","IFGBOHMA_00172","PIPEENFB_01644","EPECHOLL_02592"
"cmk","","Cytidylate kinase","9","9","1","14","2967","","","","737","737","737","FAGDNHIP_00957","BGMKIKPO_01903","HGOKLDLI_01256","IGOCDMGC_00697","LKFOIOBI_01157","MOFHFCGN_01121","IFGBOHMA_00805","PIPEENFB_02214","EPECHOLL_01109"
"nrdR","","Transcriptional repressor NrdR","9","9","1","14","3176","","","","470","470","470","FAGDNHIP_01151","BGMKIKPO_02592","HGOKLDLI_01447","IGOCDMGC_00889","LKFOIOBI_00964","MOFHFCGN_01313","IFGBOHMA_01839","PIPEENFB_00960","EPECHOLL_00916"
"ackA","","Acetate kinase","9","9","1","14","3201","","","","1199","1199","1199","FAGDNHIP_01176","BGMKIKPO_01496","HGOKLDLI_01472","IGOCDMGC_00271","LKFOIOBI_00939","MOFHFCGN_01338","IFGBOHMA_01814","PIPEENFB_00985","EPECHOLL_00891"
"rplO","","50S ribosomal protein L15","9","9","1","14","224","","","","440","440","440","FAGDNHIP_00548","BGMKIKPO_02239","HGOKLDLI_00949","IGOCDMGC_02701","LKFOIOBI_00586","MOFHFCGN_00363","IFGBOHMA_02421","PIPEENFB_01314","EPECHOLL_00504"
"mleN_1","","Malate-2H(+)/Na(+)-lactate antiporter","9","9","1","14","353","","","","1331","1331","1331","FAGDNHIP_00291","BGMKIKPO_01063","HGOKLDLI_00829","IGOCDMGC_01349","LKFOIOBI_00465","MOFHFCGN_00483","IFGBOHMA_01907","PIPEENFB_01434","EPECHOLL_00383"
"yajC","","Sec translocon accessory complex subunit YajC","9","9","1","14","3131","","","","260","260","260","FAGDNHIP_01106","BGMKIKPO_01290","HGOKLDLI_01403","IGOCDMGC_00845","LKFOIOBI_01008","MOFHFCGN_01269","IFGBOHMA_00953","PIPEENFB_00916","EPECHOLL_00960"
"group_4808","","hypothetical protein","9","9","1","14","3327","","","","290","290","290","FAGDNHIP_02552","BGMKIKPO_00723","HGOKLDLI_00608","IGOCDMGC_02411","LKFOIOBI_01314","MOFHFCGN_00819","IFGBOHMA_01498","PIPEENFB_00061","EPECHOLL_01558"
"qoxD","","Quinol oxidase subunit 4","9","9","1","14","3446","","","","290","290","290","FAGDNHIP_02051","BGMKIKPO_02374","HGOKLDLI_00498","IGOCDMGC_01730","LKFOIOBI_02012","MOFHFCGN_00709","IFGBOHMA_01608","PIPEENFB_00171","EPECHOLL_01670"
"priA_1","","Phosphoribosyl isomerase A","9","9","1","14","515","","","","704","704","704","FAGDNHIP_00159","BGMKIKPO_00959","HGOKLDLI_00695","IGOCDMGC_01476","LKFOIOBI_00332","MOFHFCGN_01962","IFGBOHMA_00252","PIPEENFB_01567","EPECHOLL_00209"
"oppF","","Oligopeptide transport ATP-binding protein OppF","9","9","1","14","3516","","","","944","944","944","FAGDNHIP_01514","BGMKIKPO_00558","HGOKLDLI_00436","IGOCDMGC_00096","LKFOIOBI_02072","MOFHFCGN_01863","IFGBOHMA_01411","PIPEENFB_00233","EPECHOLL_00740"
"group_4811","","hypothetical protein","9","9","1","14","2925","","","","257","257","257","FAGDNHIP_00919","BGMKIKPO_02759","HGOKLDLI_01218","IGOCDMGC_00659","LKFOIOBI_01195","MOFHFCGN_01083","IFGBOHMA_00767","PIPEENFB_02252","EPECHOLL_01147"
"pchA","","Salicylate biosynthesis isochorismate synthase","9","9","1","14","3468","","","","1352","1352","1352","FAGDNHIP_01667","BGMKIKPO_00061","HGOKLDLI_00481","IGOCDMGC_01749","LKFOIOBI_02027","MOFHFCGN_01908","IFGBOHMA_01456","PIPEENFB_00188","EPECHOLL_02575"
"ftsY","","Signal recognition particle receptor FtsY","9","9","1","14","2515","","","","1232","1244","1241","FAGDNHIP_02076","BGMKIKPO_00902","HGOKLDLI_01005","IGOCDMGC_02178","LKFOIOBI_01364","MOFHFCGN_00868","IFGBOHMA_00554","PIPEENFB_00011","EPECHOLL_01440"
"opcR_2","","HTH-type transcriptional repressor OpcR","9","9","1","14","763","","","","551","551","551","FAGDNHIP_01260","BGMKIKPO_00450","HGOKLDLI_02376","IGOCDMGC_02480","LKFOIOBI_00122","MOFHFCGN_02373","IFGBOHMA_00485","PIPEENFB_01735","EPECHOLL_02460"
"nfo","","putative endonuclease 4","9","9","1","14","3050","","","","890","890","890","FAGDNHIP_01030","BGMKIKPO_01365","HGOKLDLI_01328","IGOCDMGC_00770","LKFOIOBI_01084","MOFHFCGN_01194","IFGBOHMA_00878","PIPEENFB_02141","EPECHOLL_01036"
"murD","","UDP-N-acetylmuramoylalanine--D-glutamate ligase","9","9","1","14","3334","","","","1349","1349","1349","FAGDNHIP_02545","BGMKIKPO_00730","HGOKLDLI_00601","IGOCDMGC_02418","LKFOIOBI_01307","MOFHFCGN_00812","IFGBOHMA_01505","PIPEENFB_00068","EPECHOLL_01565"
"rpsO","","30S ribosomal protein S15","9","9","1","14","2472","","","","269","269","269","FAGDNHIP_02118","BGMKIKPO_03074","HGOKLDLI_01046","IGOCDMGC_02219","LKFOIOBI_01405","MOFHFCGN_00909","IFGBOHMA_00595","PIPEENFB_01879","EPECHOLL_01399"
"group_4818","","putative protein","9","9","1","16","32","","","","263","263","263","FAGDNHIP_00672","BGMKIKPO_02019","HGOKLDLI_02510","IGOCDMGC_00926","LKFOIOBI_02481","MOFHFCGN_02847","IFGBOHMA_02218","PIPEENFB_02660","EPECHOLL_02383"
"nanA","","N-acetylneuraminate lyase","9","9","1","14","561","","","","881","881","881","FAGDNHIP_00115","BGMKIKPO_00632","HGOKLDLI_00652","IGOCDMGC_01519","LKFOIOBI_00289","MOFHFCGN_02005","IFGBOHMA_00207","PIPEENFB_01610","EPECHOLL_00253"
