"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brevi_341_13.fa","Brevi_738_8.fa","Brevi_862_7.fa","Brevi_876_7.fa","Brevi_900_6.fa","Brevi_908_7.fa","Brevi_947_7.fa","Brevi_962_8.fa","Brevi_JB5.fa"
"group_7644","","hypothetical protein","9","9","1","56","3899","","","","401","404","401","AGEJDLBK_00119","MCCDGJGB_02118","GGCDANDK_02512","IHGJPHMH_01153","LDOPIMGM_01920","EBMLHIBA_03437","IOFEINNK_01852","AGDBFNGI_02663","ADMANBBD_00906"
"group_7645","","hypothetical protein","9","9","1","56","1489","","","","941","941","941","AGEJDLBK_03044","MCCDGJGB_02306","GGCDANDK_00149","IHGJPHMH_00707","LDOPIMGM_01465","EBMLHIBA_00503","IOFEINNK_02138","AGDBFNGI_03282","ADMANBBD_01278"
"group_7646","","5-formyltetrahydrofolate cyclo-ligase","9","9","1","56","2791","","","","674","674","674","AGEJDLBK_01460","MCCDGJGB_01892","GGCDANDK_00270","IHGJPHMH_02024","LDOPIMGM_00462","EBMLHIBA_00307","IOFEINNK_03423","AGDBFNGI_02433","ADMANBBD_03836"
"ligA","","DNA ligase A","9","9","1","56","3271","","","","2189","2189","2189","AGEJDLBK_02109","MCCDGJGB_00954","GGCDANDK_00582","IHGJPHMH_02354","LDOPIMGM_03375","EBMLHIBA_01511","IOFEINNK_00649","AGDBFNGI_02827","ADMANBBD_00210"
"group_7648","","hypothetical protein","9","9","1","56","2795","","","","194","194","194","AGEJDLBK_01456","MCCDGJGB_01888","GGCDANDK_00266","IHGJPHMH_02028","LDOPIMGM_00466","EBMLHIBA_00303","IOFEINNK_03427","AGDBFNGI_02429","ADMANBBD_03840"
"bioN","","Energy-coupling factor transporter transmembrane protein BioN","9","9","1","56","2363","","","","638","638","638","AGEJDLBK_02305","MCCDGJGB_01140","GGCDANDK_03206","IHGJPHMH_03390","LDOPIMGM_01675","EBMLHIBA_01699","IOFEINNK_02412","AGDBFNGI_00088","ADMANBBD_00991"
"group_765","","hypothetical protein","9","9","1","56","4144","","","","410","410","410","AGEJDLBK_00978","MCCDGJGB_00177","GGCDANDK_02259","IHGJPHMH_01431","LDOPIMGM_02334","EBMLHIBA_02041","IOFEINNK_01423","AGDBFNGI_01495","ADMANBBD_03030"
"tkt","","Transketolase","9","9","1","56","464","","","","2081","2120","2115","AGEJDLBK_00889","MCCDGJGB_00267","GGCDANDK_01373","IHGJPHMH_01521","LDOPIMGM_02423","EBMLHIBA_02131","IOFEINNK_01333","AGDBFNGI_01406","ADMANBBD_03124"
"dld","","Quinone-dependent D-lactate dehydrogenase","9","9","1","56","4607","","","","1709","1709","1709","AGEJDLBK_01784","MCCDGJGB_03261","GGCDANDK_01887","IHGJPHMH_00534","LDOPIMGM_00006","EBMLHIBA_01926","IOFEINNK_02581","AGDBFNGI_01129","ADMANBBD_02340"
"group_7652","","hypothetical protein","9","9","1","56","1503","","","","371","371","371","AGEJDLBK_03029","MCCDGJGB_02321","GGCDANDK_00134","IHGJPHMH_00722","LDOPIMGM_01450","EBMLHIBA_01067","IOFEINNK_02123","AGDBFNGI_03267","ADMANBBD_01263"
"group_7653","","hypothetical protein","9","9","1","56","3272","","","","1190","1190","1190","AGEJDLBK_02108","MCCDGJGB_00955","GGCDANDK_00583","IHGJPHMH_02355","LDOPIMGM_03376","EBMLHIBA_01512","IOFEINNK_00648","AGDBFNGI_02828","ADMANBBD_00209"
"yfkN","","Trifunctional nucleotide phosphoesterase protein YfkN","9","9","1","56","6334","","","","2222","2225","2224","AGEJDLBK_00303","MCCDGJGB_02947","GGCDANDK_02333","IHGJPHMH_03783","LDOPIMGM_02965","EBMLHIBA_01308","IOFEINNK_03219","AGDBFNGI_00274","ADMANBBD_02155"
"group_7655","","hypothetical protein","9","9","1","56","3341","","","","371","371","371","AGEJDLBK_02055","MCCDGJGB_01018","GGCDANDK_02989","IHGJPHMH_02408","LDOPIMGM_03429","EBMLHIBA_01565","IOFEINNK_00594","AGDBFNGI_02881","ADMANBBD_00155"
"mdtJ","","Spermidine export protein MdtJ","9","9","1","56","4899","","","","899","917","907","AGEJDLBK_03371","MCCDGJGB_02165","GGCDANDK_02888","IHGJPHMH_03662","LDOPIMGM_01603","EBMLHIBA_03048","IOFEINNK_02274","AGDBFNGI_02763","ADMANBBD_01406"
"speA_1","","Arginine decarboxylase","9","9","1","56","5189","","","","1598","1598","1598","AGEJDLBK_02812","MCCDGJGB_00718","GGCDANDK_02128","IHGJPHMH_02515","LDOPIMGM_00971","EBMLHIBA_02701","IOFEINNK_00133","AGDBFNGI_00810","ADMANBBD_02498"
"pepO","","Neutral endopeptidase","9","9","1","56","6511","","","","1946","1946","1946","AGEJDLBK_01801","MCCDGJGB_03241","GGCDANDK_01904","IHGJPHMH_00515","LDOPIMGM_00021","EBMLHIBA_01942","IOFEINNK_02597","AGDBFNGI_01111","ADMANBBD_02325"
"btrJ","","[Butirosin acyl-carrier protein]--L-glutamate ligase","9","9","1","56","5956","","","","1751","1751","1751","AGEJDLBK_02184","MCCDGJGB_02849","GGCDANDK_03485","IHGJPHMH_01342","LDOPIMGM_02995","EBMLHIBA_00717","IOFEINNK_03461","AGDBFNGI_03607","ADMANBBD_03595"
"group_766","","hypothetical protein","9","9","1","56","4139","","","","746","746","746","AGEJDLBK_00983","MCCDGJGB_00172","GGCDANDK_02254","IHGJPHMH_03641","LDOPIMGM_02329","EBMLHIBA_02879","IOFEINNK_01428","AGDBFNGI_01501","ADMANBBD_03024"
"acoR_3","","Acetoin dehydrogenase operon transcriptional activator AcoR","9","9","1","56","4461","","","","1205","1205","1205","AGEJDLBK_02512","MCCDGJGB_03420","GGCDANDK_02044","IHGJPHMH_02726","LDOPIMGM_03084","EBMLHIBA_03334","IOFEINNK_02745","AGDBFNGI_03409","ADMANBBD_02451"
"group_7661","","hypothetical protein","9","9","1","56","2788","","","","1898","1916","1900","AGEJDLBK_01463","MCCDGJGB_01895","GGCDANDK_00273","IHGJPHMH_02021","LDOPIMGM_00459","EBMLHIBA_00310","IOFEINNK_03420","AGDBFNGI_02436","ADMANBBD_03833"
"group_7662","","hypothetical protein","9","9","1","56","4048","","","","1001","1001","1001","AGEJDLBK_00040","MCCDGJGB_00097","GGCDANDK_03741","IHGJPHMH_03300","LDOPIMGM_02269","EBMLHIBA_03661","IOFEINNK_01187","AGDBFNGI_03456","ADMANBBD_02948"
"glpF","","putative glycerol uptake facilitator protein","9","9","1","56","5552","","","","722","722","722","AGEJDLBK_00370","MCCDGJGB_02526","GGCDANDK_01984","IHGJPHMH_00937","LDOPIMGM_01256","EBMLHIBA_00863","IOFEINNK_01928","AGDBFNGI_03069","ADMANBBD_02811"
"speA_2","","Arginine decarboxylase","9","9","1","56","6996","","","","1523","1547","1531","AGEJDLBK_03156","MCCDGJGB_01411","GGCDANDK_00670","IHGJPHMH_02793","LDOPIMGM_03277","EBMLHIBA_01875","IOFEINNK_02931","AGDBFNGI_02067","ADMANBBD_00020"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","9","9","1","56","1600","","","","911","911","911","AGEJDLBK_03231","MCCDGJGB_02409","GGCDANDK_00045","IHGJPHMH_00810","LDOPIMGM_01362","EBMLHIBA_00978","IOFEINNK_02035","AGDBFNGI_03175","ADMANBBD_01172"
"fbiB","","Coenzyme F420:L-glutamate ligase","9","9","1","56","6103","","","","1127","1127","1127","AGEJDLBK_01173","MCCDGJGB_02669","GGCDANDK_02716","IHGJPHMH_02954","LDOPIMGM_02814","EBMLHIBA_01160","IOFEINNK_01698","AGDBFNGI_00430","ADMANBBD_01503"
"group_7667","","putative HTH-type transcriptional regulator","9","9","1","56","5079","","","","653","653","653","AGEJDLBK_00458","MCCDGJGB_00757","GGCDANDK_00382","IHGJPHMH_02162","LDOPIMGM_01965","EBMLHIBA_00546","IOFEINNK_02982","AGDBFNGI_01602","ADMANBBD_00807"
"group_7668","","hypothetical protein","9","9","1","56","3888","","","","164","164","164","AGEJDLBK_00130","MCCDGJGB_02107","GGCDANDK_02523","IHGJPHMH_01164","LDOPIMGM_01909","EBMLHIBA_03426","IOFEINNK_01841","AGDBFNGI_02652","ADMANBBD_00895"
"norG","","HTH-type transcriptional regulator NorG","9","9","1","56","3912","","","","1451","1451","1451","AGEJDLBK_00106","MCCDGJGB_02131","GGCDANDK_02499","IHGJPHMH_01140","LDOPIMGM_01933","EBMLHIBA_03450","IOFEINNK_01865","AGDBFNGI_02675","ADMANBBD_00919"
"group_767","","hypothetical protein","9","9","1","56","4138","","","","734","734","734","AGEJDLBK_00984","MCCDGJGB_00171","GGCDANDK_02253","IHGJPHMH_03640","LDOPIMGM_02328","EBMLHIBA_02878","IOFEINNK_01429","AGDBFNGI_01502","ADMANBBD_03023"
"group_7670","","hypothetical protein","9","9","1","56","6526","","","","473","473","473","AGEJDLBK_01817","MCCDGJGB_03226","GGCDANDK_03565","IHGJPHMH_00500","LDOPIMGM_00036","EBMLHIBA_03499","IOFEINNK_02612","AGDBFNGI_01096","ADMANBBD_02310"
"group_7671","","hypothetical protein","9","9","1","56","3285","","","","920","920","920","AGEJDLBK_02096","MCCDGJGB_00967","GGCDANDK_00595","IHGJPHMH_02367","LDOPIMGM_03388","EBMLHIBA_01524","IOFEINNK_00636","AGDBFNGI_02840","ADMANBBD_00197"
"group_7672","","hypothetical protein","9","9","1","56","509","","","","839","854","852","AGEJDLBK_00933","MCCDGJGB_00222","GGCDANDK_01418","IHGJPHMH_01476","LDOPIMGM_02379","EBMLHIBA_02086","IOFEINNK_01378","AGDBFNGI_01450","ADMANBBD_03075"
"dcp","","Dipeptidyl carboxypeptidase","9","9","1","56","1523","","","","2585","2585","2585","AGEJDLBK_03090","MCCDGJGB_02340","GGCDANDK_00115","IHGJPHMH_00741","LDOPIMGM_01431","EBMLHIBA_01048","IOFEINNK_02104","AGDBFNGI_03248","ADMANBBD_01244"
"atpD","","ATP synthase subunit beta","9","9","1","56","3809","","","","1448","1448","1448","AGEJDLBK_00193","MCCDGJGB_02044","GGCDANDK_02577","IHGJPHMH_01227","LDOPIMGM_02165","EBMLHIBA_01418","IOFEINNK_01787","AGDBFNGI_00038","ADMANBBD_02200"
"coaD","","Phosphopantetheine adenylyltransferase","9","9","1","56","5699","","","","488","488","488","AGEJDLBK_00577","MCCDGJGB_00875","GGCDANDK_00503","IHGJPHMH_02274","LDOPIMGM_02089","EBMLHIBA_00664","IOFEINNK_00718","AGDBFNGI_01721","ADMANBBD_00688"
"iclR_2","","Transcriptional repressor IclR","9","9","1","56","1511","","","","785","785","785","AGEJDLBK_03021","MCCDGJGB_02329","GGCDANDK_00126","IHGJPHMH_00730","LDOPIMGM_01442","EBMLHIBA_01059","IOFEINNK_02115","AGDBFNGI_03259","ADMANBBD_01255"
"nucS","","Endonuclease NucS","9","9","1","56","3813","","","","695","695","695","AGEJDLBK_00189","MCCDGJGB_02048","GGCDANDK_02573","IHGJPHMH_01223","LDOPIMGM_02161","EBMLHIBA_01422","IOFEINNK_01791","AGDBFNGI_00042","ADMANBBD_02196"
"fusA","","Elongation factor G","9","9","1","56","5923","","","","2105","2105","2105","AGEJDLBK_02217","MCCDGJGB_02816","GGCDANDK_03452","IHGJPHMH_01375","LDOPIMGM_03028","EBMLHIBA_00750","IOFEINNK_02860","AGDBFNGI_01984","ADMANBBD_03628"
"pgk","","Phosphoglycerate kinase","9","9","1","56","459","","","","1217","1217","1217","AGEJDLBK_00884","MCCDGJGB_00272","GGCDANDK_01368","IHGJPHMH_01526","LDOPIMGM_02428","EBMLHIBA_02136","IOFEINNK_01328","AGDBFNGI_01401","ADMANBBD_03129"
"group_768","","putative methyltransferase","9","9","1","56","4131","","","","719","845","817","AGEJDLBK_00991","MCCDGJGB_00164","GGCDANDK_02246","IHGJPHMH_03633","LDOPIMGM_02321","EBMLHIBA_02871","IOFEINNK_01436","AGDBFNGI_01509","ADMANBBD_03016"
"lcdH_2","","L-carnitine dehydrogenase","9","9","1","56","2764","","","","935","953","939","AGEJDLBK_01487","MCCDGJGB_01919","GGCDANDK_00297","IHGJPHMH_01999","LDOPIMGM_00434","EBMLHIBA_00333","IOFEINNK_03396","AGDBFNGI_02460","ADMANBBD_03810"
"accD3","","Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","9","9","1","56","423","","","","1502","1502","1502","AGEJDLBK_00852","MCCDGJGB_00304","GGCDANDK_01336","IHGJPHMH_01558","LDOPIMGM_02460","EBMLHIBA_02168","IOFEINNK_01294","AGDBFNGI_01369","ADMANBBD_03161"
"ipuC","","Glutamate--isopropylamine ligase","9","9","1","56","4922","","","","1424","1424","1424","AGEJDLBK_03350","MCCDGJGB_02186","GGCDANDK_02867","IHGJPHMH_00583","LDOPIMGM_01582","EBMLHIBA_00377","IOFEINNK_02253","AGDBFNGI_02742","ADMANBBD_01385"
"group_7683","","hypothetical protein","9","9","1","56","5758","","","","977","977","977","AGEJDLBK_00527","MCCDGJGB_00824","GGCDANDK_00453","IHGJPHMH_02224","LDOPIMGM_02032","EBMLHIBA_00613","IOFEINNK_03042","AGDBFNGI_01667","ADMANBBD_00738"
"group_7684","","hypothetical protein","9","9","1","56","1605","","","","155","155","155","AGEJDLBK_03228","MCCDGJGB_02414","GGCDANDK_00040","IHGJPHMH_00813","LDOPIMGM_01359","EBMLHIBA_00975","IOFEINNK_02032","AGDBFNGI_03172","ADMANBBD_01026"
"mshA","","Alpha-monoglucosyldiacylglycerol synthase","9","9","1","56","3983","","","","1061","1061","1061","AGEJDLBK_00069","MCCDGJGB_00055","GGCDANDK_02378","IHGJPHMH_03706","LDOPIMGM_02692","EBMLHIBA_02658","IOFEINNK_01144","AGDBFNGI_03553","ADMANBBD_02918"
"dprA","","Putative DNA processing protein DprA","9","9","1","56","5726","","","","1214","1214","1214","AGEJDLBK_00550","MCCDGJGB_00847","GGCDANDK_00476","IHGJPHMH_02247","LDOPIMGM_02062","EBMLHIBA_00636","IOFEINNK_00746","AGDBFNGI_01694","ADMANBBD_00715"
"group_7687","","hypothetical protein","9","9","1","56","2368","","","","965","965","965","AGEJDLBK_02310","MCCDGJGB_01135","GGCDANDK_03201","IHGJPHMH_03385","LDOPIMGM_01670","EBMLHIBA_01704","IOFEINNK_02407","AGDBFNGI_00083","ADMANBBD_00996"
"group_7688","","hypothetical protein","9","9","1","56","374","","","","605","605","605","AGEJDLBK_00805","MCCDGJGB_00348","GGCDANDK_01289","IHGJPHMH_01602","LDOPIMGM_02504","EBMLHIBA_02212","IOFEINNK_01250","AGDBFNGI_01322","ADMANBBD_03205"
"group_7689","","hypothetical protein","9","9","1","56","2381","","","","482","482","482","AGEJDLBK_01397","MCCDGJGB_01123","GGCDANDK_00199","IHGJPHMH_01811","LDOPIMGM_01657","EBMLHIBA_02448","IOFEINNK_03587","AGDBFNGI_02912","ADMANBBD_01585"
"qcrB","","Cytochrome bc1 complex cytochrome b subunit","9","9","1","56","4116","","","","1625","1625","1625","AGEJDLBK_01006","MCCDGJGB_00149","GGCDANDK_02231","IHGJPHMH_03618","LDOPIMGM_02306","EBMLHIBA_02856","IOFEINNK_01451","AGDBFNGI_01524","ADMANBBD_03001"
"sugB","","Trehalose transport system permease protein SugB","9","9","1","56","2317","","","","938","938","938","AGEJDLBK_02272","MCCDGJGB_01173","GGCDANDK_03239","IHGJPHMH_03429","LDOPIMGM_01708","EBMLHIBA_01657","IOFEINNK_02454","AGDBFNGI_00130","ADMANBBD_00947"
"pdxS","","Pyridoxal 5'-phosphate synthase subunit PdxS","9","9","1","56","6304","","","","881","881","881","AGEJDLBK_00286","MCCDGJGB_02963","GGCDANDK_02317","IHGJPHMH_03767","LDOPIMGM_02258","EBMLHIBA_01325","IOFEINNK_03203","AGDBFNGI_00248","ADMANBBD_02292"
"group_7692","","hypothetical protein","9","9","1","56","427","","","","527","527","527","AGEJDLBK_00856","MCCDGJGB_00300","GGCDANDK_01340","IHGJPHMH_01554","LDOPIMGM_02456","EBMLHIBA_02164","IOFEINNK_01298","AGDBFNGI_01373","ADMANBBD_03157"
"group_7693","","hypothetical protein","9","9","1","56","6564","","","","596","596","596","AGEJDLBK_01847","MCCDGJGB_03200","GGCDANDK_01843","IHGJPHMH_00474","LDOPIMGM_00062","EBMLHIBA_03525","IOFEINNK_02638","AGDBFNGI_01070","ADMANBBD_00443"
"group_7694","","KsdD-like steroid dehydrogenase","9","9","1","56","1858","","","","1784","1820","1793","AGEJDLBK_02641","MCCDGJGB_01257","GGCDANDK_00835","IHGJPHMH_03236","LDOPIMGM_00811","EBMLHIBA_03129","IOFEINNK_00975","AGDBFNGI_01888","ADMANBBD_02619"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","9","9","1","56","5680","","","","1013","1013","1013","AGEJDLBK_00591","MCCDGJGB_00889","GGCDANDK_00517","IHGJPHMH_02288","LDOPIMGM_02102","EBMLHIBA_00678","IOFEINNK_00704","AGDBFNGI_01735","ADMANBBD_00674"
"group_7696","","Putative transport protein","9","9","1","56","6149","","","","1355","1355","1355","AGEJDLBK_01126","MCCDGJGB_02622","GGCDANDK_02761","IHGJPHMH_03001","LDOPIMGM_02861","EBMLHIBA_01205","IOFEINNK_01652","AGDBFNGI_00383","ADMANBBD_01456"
"dnaN","","Beta sliding clamp","9","9","1","56","7134","","","","1139","1139","1139","AGEJDLBK_02931","MCCDGJGB_01506","GGCDANDK_01623","IHGJPHMH_02631","LDOPIMGM_01103","EBMLHIBA_01825","IOFEINNK_00257","AGDBFNGI_00716","ADMANBBD_00562"
"dapb3","","Dipeptidyl aminopeptidase BIII","9","9","1","56","3273","","","","2012","2012","2012","AGEJDLBK_02107","MCCDGJGB_00956","GGCDANDK_00584","IHGJPHMH_02356","LDOPIMGM_03377","EBMLHIBA_01513","IOFEINNK_00647","AGDBFNGI_02829","ADMANBBD_00208"
"prcB2","","Proteasome subunit beta 2","9","9","1","56","529","","","","800","800","800","AGEJDLBK_00954","MCCDGJGB_00201","GGCDANDK_01439","IHGJPHMH_01455","LDOPIMGM_02358","EBMLHIBA_02065","IOFEINNK_01399","AGDBFNGI_01471","ADMANBBD_03054"
"nudL","","putative Nudix hydrolase NudL","9","9","1","56","1613","","","","773","776","774","AGEJDLBK_03221","MCCDGJGB_02420","GGCDANDK_00033","IHGJPHMH_00820","LDOPIMGM_01352","EBMLHIBA_00968","IOFEINNK_02025","AGDBFNGI_03165","ADMANBBD_01033"
"yccF","","Inner membrane protein YccF","9","9","1","56","1255","","","","401","401","401","AGEJDLBK_03469","MCCDGJGB_03447","GGCDANDK_03729","IHGJPHMH_03519","LDOPIMGM_03234","EBMLHIBA_03654","IOFEINNK_02457","AGDBFNGI_03845","ADMANBBD_02742"
"uacT_2","","Uric acid transporter UacT","9","9","1","56","1498","","","","1574","1574","1574","AGEJDLBK_03034","MCCDGJGB_02316","GGCDANDK_00139","IHGJPHMH_00717","LDOPIMGM_01455","EBMLHIBA_01072","IOFEINNK_02128","AGDBFNGI_03272","ADMANBBD_01268"
"tyrS","","Tyrosine--tRNA ligase","9","9","1","56","1261","","","","1286","1286","1286","AGEJDLBK_03468","MCCDGJGB_03448","GGCDANDK_03728","IHGJPHMH_03520","LDOPIMGM_03235","EBMLHIBA_03653","IOFEINNK_02458","AGDBFNGI_03844","ADMANBBD_02743"
"group_7704","yhjE_4","Inner membrane metabolite transport protein YhjE","9","9","1","56","5180","","","","1352","1352","1352","AGEJDLBK_02804","MCCDGJGB_00710","GGCDANDK_02120","IHGJPHMH_02507","LDOPIMGM_00963","EBMLHIBA_02693","IOFEINNK_00126","AGDBFNGI_00818","ADMANBBD_02506"
"group_7705","","Acyl-CoA dehydrogenase FadE26","9","9","1","56","1896","","","","1193","1193","1193","AGEJDLBK_02660","MCCDGJGB_00521","GGCDANDK_00858","IHGJPHMH_03259","LDOPIMGM_00788","EBMLHIBA_03110","IOFEINNK_00952","AGDBFNGI_01911","ADMANBBD_02596"
"tig","","Trigger factor","9","9","1","56","3865","","","","1349","1370","1365","AGEJDLBK_00153","MCCDGJGB_02084","GGCDANDK_02546","IHGJPHMH_01187","LDOPIMGM_01886","EBMLHIBA_03403","IOFEINNK_01818","AGDBFNGI_02629","ADMANBBD_00872"
"lldD_2","","Putative L-lactate dehydrogenase","9","9","1","56","6367","","","","1238","1238","1238","AGEJDLBK_01039","MCCDGJGB_02924","GGCDANDK_02830","IHGJPHMH_03322","LDOPIMGM_02941","EBMLHIBA_01285","IOFEINNK_03243","AGDBFNGI_00296","ADMANBBD_02132"
"exoA","","Exodeoxyribonuclease","9","9","1","56","5867","","","","755","755","755","AGEJDLBK_02261","MCCDGJGB_02767","GGCDANDK_03408","IHGJPHMH_01419","LDOPIMGM_03072","EBMLHIBA_00794","IOFEINNK_02904","AGDBFNGI_01940","ADMANBBD_03672"
"hpcE","","Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase","9","9","1","56","1478","","","","1481","1481","1481","AGEJDLBK_03055","MCCDGJGB_02294","GGCDANDK_00158","IHGJPHMH_00696","LDOPIMGM_01474","EBMLHIBA_00492","IOFEINNK_02149","AGDBFNGI_03293","ADMANBBD_01289"
"oxyR_1","","Hydrogen peroxide-inducible genes activator","9","9","1","56","5188","","","","914","914","914","AGEJDLBK_02811","MCCDGJGB_00717","GGCDANDK_02127","IHGJPHMH_02514","LDOPIMGM_00970","EBMLHIBA_02700","IOFEINNK_00132","AGDBFNGI_00811","ADMANBBD_02499"
"fepD","","Ferric enterobactin transport system permease protein FepD","9","9","1","56","6358","","","","1067","1067","1067","AGEJDLBK_01031","MCCDGJGB_02932","GGCDANDK_02838","IHGJPHMH_03314","LDOPIMGM_02949","EBMLHIBA_01293","IOFEINNK_03235","AGDBFNGI_00288","ADMANBBD_02140"
"ybfF","","Esterase YbfF","9","9","1","56","6362","","","","788","788","788","AGEJDLBK_01034","MCCDGJGB_02929","GGCDANDK_02835","IHGJPHMH_03317","LDOPIMGM_02946","EBMLHIBA_01290","IOFEINNK_03238","AGDBFNGI_00291","ADMANBBD_02137"
"lysP","","Lysine-specific permease","9","9","1","56","6366","","","","1475","1475","1475","AGEJDLBK_01038","MCCDGJGB_02925","GGCDANDK_02831","IHGJPHMH_03321","LDOPIMGM_02942","EBMLHIBA_01286","IOFEINNK_03242","AGDBFNGI_00295","ADMANBBD_02133"
"group_778","","hypothetical protein","9","9","1","56","6372","","","","662","662","662","AGEJDLBK_01044","MCCDGJGB_02919","GGCDANDK_02825","IHGJPHMH_03327","LDOPIMGM_02936","EBMLHIBA_01280","IOFEINNK_03248","AGDBFNGI_00301","ADMANBBD_02127"
"moeZ_2","","putative adenylyltransferase/sulfurtransferase MoeZ","9","9","1","56","6378","","","","1250","1250","1250","AGEJDLBK_01050","MCCDGJGB_02913","GGCDANDK_02819","IHGJPHMH_03333","LDOPIMGM_02930","EBMLHIBA_01274","IOFEINNK_03254","AGDBFNGI_00307","ADMANBBD_02121"
"group_78","","hypothetical protein","9","9","1","56","6384","","","","368","629","580","AGEJDLBK_01056","MCCDGJGB_02907","GGCDANDK_02813","IHGJPHMH_03339","LDOPIMGM_02924","EBMLHIBA_01268","IOFEINNK_03260","AGDBFNGI_00313","ADMANBBD_02115"
"group_780","","hypothetical protein","9","9","1","56","6383","","","","461","461","461","AGEJDLBK_01055","MCCDGJGB_02908","GGCDANDK_02814","IHGJPHMH_03338","LDOPIMGM_02925","EBMLHIBA_01269","IOFEINNK_03259","AGDBFNGI_00312","ADMANBBD_02116"
"ykoD_2","","Putative HMP/thiamine import ATP-binding protein YkoD","9","9","1","56","6247","","","","1358","1451","1420","AGEJDLBK_01059","MCCDGJGB_02904","GGCDANDK_02810","IHGJPHMH_03061","LDOPIMGM_02921","EBMLHIBA_01265","IOFEINNK_03263","AGDBFNGI_00316","ADMANBBD_02112"
"yhfK_2","","putative sugar epimerase YhfK","9","9","1","56","6235","","","","686","686","686","AGEJDLBK_01069","MCCDGJGB_02894","GGCDANDK_02800","IHGJPHMH_03051","LDOPIMGM_02911","EBMLHIBA_01255","IOFEINNK_03273","AGDBFNGI_00326","ADMANBBD_02102"
"arfB","","Peptidyl-tRNA hydrolase ArfB","9","9","1","56","6230","","","","440","440","440","AGEJDLBK_01074","MCCDGJGB_02889","GGCDANDK_02795","IHGJPHMH_03046","LDOPIMGM_02906","EBMLHIBA_01250","IOFEINNK_03278","AGDBFNGI_00331","ADMANBBD_02097"
"ceo","","N(5)-(carboxyethyl)ornithine synthase","9","9","1","56","6224","","","","1220","1220","1220","AGEJDLBK_01079","MCCDGJGB_02884","GGCDANDK_02790","IHGJPHMH_03041","LDOPIMGM_02901","EBMLHIBA_01245","IOFEINNK_03283","AGDBFNGI_00336","ADMANBBD_02092"
"higA","","Antitoxin HigA","9","9","1","56","6211","","","","290","299","298","AGEJDLBK_01091","MCCDGJGB_02874","GGCDANDK_02780","IHGJPHMH_03032","LDOPIMGM_02892","EBMLHIBA_01233","IOFEINNK_01614","AGDBFNGI_00348","ADMANBBD_01423"
"group_789","","hypothetical protein","9","9","1","56","6148","","","","980","1007","983","AGEJDLBK_01127","MCCDGJGB_02623","GGCDANDK_02760","IHGJPHMH_03000","LDOPIMGM_02860","EBMLHIBA_01204","IOFEINNK_01653","AGDBFNGI_00384","ADMANBBD_01457"
"group_790","","hypothetical protein","9","9","1","56","6145","","","","1082","1289","1266","AGEJDLBK_01130","MCCDGJGB_02626","GGCDANDK_02757","IHGJPHMH_02997","LDOPIMGM_02857","EBMLHIBA_01201","IOFEINNK_01656","AGDBFNGI_00387","ADMANBBD_01460"
