"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","com_341.fna","com_738.fna","com_862.fna","com_876.fna","com_900.fna","com_908.fna","com_947.fna","com_962.fna","com_JB.fna"
"carD_1","","RNA polymerase-binding transcription factor CarD","9","9","1","1","12143","","","","482","482","482","GOJPHPBD_01227","DEIPBNHI_01541","LBLIGOHA_00301","IIFCLKFN_01792","BOFCGCOL_00987","KJABKPCK_00915","KLLDKJAP_00717","HHDJLLAI_01523","IFEKPJDH_02798"
"dctA_1","","C4-dicarboxylate transport protein","9","9","1","1","12042","","","","1121","1475","1435","GOJPHPBD_00170","DEIPBNHI_02721","LBLIGOHA_03315","IIFCLKFN_02663","BOFCGCOL_02618","KJABKPCK_02975","KLLDKJAP_02293","HHDJLLAI_02684","IFEKPJDH_02246"
"sucD_2","","Succinate--CoA ligase [ADP-forming] subunit alpha","9","9","1","1","9561","","","","896","896","896","GOJPHPBD_05855","DEIPBNHI_04780","LBLIGOHA_06647","IIFCLKFN_05981","BOFCGCOL_07081","KJABKPCK_05117","KLLDKJAP_04218","HHDJLLAI_06473","IFEKPJDH_03725"
"group_14631","","hypothetical protein","9","9","1","1","11582","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","116","116","116","GOJPHPBD_01002","DEIPBNHI_00454","LBLIGOHA_01960","IIFCLKFN_00466","BOFCGCOL_01212","KJABKPCK_00686","KLLDKJAP_02962","HHDJLLAI_02224","IFEKPJDH_02919"
"rpsN_2","","30S ribosomal protein S14","9","9","1","1","10635","","","","305","305","305","GOJPHPBD_06363","DEIPBNHI_05097","LBLIGOHA_04396","IIFCLKFN_06715","BOFCGCOL_03865","KJABKPCK_06755","KLLDKJAP_04700","HHDJLLAI_05387","IFEKPJDH_06293"
"kduD_1","","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","9","9","1","1","2401","","","","740","740","740","GOJPHPBD_01384","DEIPBNHI_02334","LBLIGOHA_02206","IIFCLKFN_02984","BOFCGCOL_01966","KJABKPCK_01281","KLLDKJAP_02601","HHDJLLAI_02632","IFEKPJDH_00731"
"pup_1","","Prokaryotic ubiquitin-like protein Pup","9","9","1","1","8576","","","","188","188","188","GOJPHPBD_03158","DEIPBNHI_03075","LBLIGOHA_01516","IIFCLKFN_02538","BOFCGCOL_02094","KJABKPCK_02719","KLLDKJAP_01675","HHDJLLAI_00221","IFEKPJDH_00265"
"oppF_3","","Oligopeptide transport ATP-binding protein OppF","9","9","1","1","224","","","","830","830","830","GOJPHPBD_02961","DEIPBNHI_02853","LBLIGOHA_01698","IIFCLKFN_02359","BOFCGCOL_02260","KJABKPCK_02551","KLLDKJAP_01845","HHDJLLAI_00403","IFEKPJDH_02289"
"group_14636","","hypothetical protein","9","9","1","3","111","","","","506","506","506","GOJPHPBD_02052","DEIPBNHI_03380","LBLIGOHA_02763","IIFCLKFN_02188","BOFCGCOL_00184","KJABKPCK_00372","KLLDKJAP_00118","HHDJLLAI_02390","IFEKPJDH_03441"
"tatC_1","","Sec-independent protein translocase protein TatC","9","9","1","1","8559","","","","872","872","872","GOJPHPBD_03175","DEIPBNHI_03058","LBLIGOHA_01499","IIFCLKFN_02555","BOFCGCOL_02077","KJABKPCK_02736","KLLDKJAP_01658","HHDJLLAI_00204","IFEKPJDH_00139"
"rpsT_1","","30S ribosomal protein S20","9","9","1","1","166","","","","302","302","302","GOJPHPBD_03017","DEIPBNHI_03216","LBLIGOHA_01642","IIFCLKFN_02415","BOFCGCOL_02205","KJABKPCK_02607","KLLDKJAP_01789","HHDJLLAI_00347","IFEKPJDH_00847"
"nagAb","","Naphthalene 1,2-dioxygenase/salicylate 5-hydroxylase systems, ferredoxin component","9","9","1","1","2485","","","","338","338","338","GOJPHPBD_01297","DEIPBNHI_02421","LBLIGOHA_02293","IIFCLKFN_03071","BOFCGCOL_02053","KJABKPCK_01368","KLLDKJAP_02688","HHDJLLAI_01755","IFEKPJDH_02748"
"group_1464","","hypothetical protein","9","9","1","1","12039","","","","1196","2450","2309","GOJPHPBD_00172","DEIPBNHI_02723","LBLIGOHA_03317","IIFCLKFN_02665","BOFCGCOL_02616","KJABKPCK_02977","KLLDKJAP_02296","HHDJLLAI_02686","IFEKPJDH_03463"
"group_14640","","hypothetical protein","9","9","1","1","238","","","","806","806","806","GOJPHPBD_02948","DEIPBNHI_02840","LBLIGOHA_01711","IIFCLKFN_03415","BOFCGCOL_02273","KJABKPCK_02538","KLLDKJAP_01859","HHDJLLAI_00416","IFEKPJDH_02302"
"mazE","","Antitoxin MazE","9","9","1","4","48","","","","170","170","170","GOJPHPBD_07842","DEIPBNHI_09434","LBLIGOHA_10137","IIFCLKFN_10089","BOFCGCOL_10132","KJABKPCK_09816","KLLDKJAP_09892","HHDJLLAI_10246","IFEKPJDH_09210"
"ind7","","N-demethylindolmycin N-methyltransferase","9","9","1","1","1418","","","","797","797","797","GOJPHPBD_05373","DEIPBNHI_02433","LBLIGOHA_03606","IIFCLKFN_02860","BOFCGCOL_03590","KJABKPCK_03536","KLLDKJAP_03250","HHDJLLAI_00142","IFEKPJDH_07322"
"group_14643","","hypothetical protein","9","9","1","1","3951","","","","500","500","500","GOJPHPBD_04423","DEIPBNHI_04666","LBLIGOHA_04188","IIFCLKFN_05876","BOFCGCOL_05765","KJABKPCK_04241","KLLDKJAP_04319","HHDJLLAI_06369","IFEKPJDH_04234"
"group_14644","","hypothetical protein","9","9","1","1","1293","","","","785","785","785","GOJPHPBD_00059","DEIPBNHI_02940","LBLIGOHA_01282","IIFCLKFN_01479","BOFCGCOL_00631","KJABKPCK_00568","KLLDKJAP_00345","HHDJLLAI_00778","IFEKPJDH_00104"
"group_14645","","tRNA-Thr(ggt)","9","9","1","3","22","","","","73","73","73","GOJPHPBD_01963","DEIPBNHI_03470","LBLIGOHA_02853","IIFCLKFN_02277","BOFCGCOL_00095","KJABKPCK_00282","KLLDKJAP_00029","HHDJLLAI_02480","IFEKPJDH_01341"
"rpmE","","50S ribosomal protein L31","9","9","1","1","445","","","","209","209","209","GOJPHPBD_02239","DEIPBNHI_00818","LBLIGOHA_02573","IIFCLKFN_01277","BOFCGCOL_02443","KJABKPCK_02194","KLLDKJAP_02853","HHDJLLAI_00577","IFEKPJDH_01137"
"xseB_2","","Exodeoxyribonuclease 7 small subunit","9","9","1","1","10388","","","","239","239","239","GOJPHPBD_04923","DEIPBNHI_06366","LBLIGOHA_06421","IIFCLKFN_06575","BOFCGCOL_06510","KJABKPCK_04761","KLLDKJAP_05275","HHDJLLAI_03949","IFEKPJDH_05027"
"rpmI_3","","50S ribosomal protein L35","9","9","1","2","4404","","","","200","200","200","GOJPHPBD_08535","DEIPBNHI_10149","LBLIGOHA_08846","IIFCLKFN_08241","BOFCGCOL_08305","KJABKPCK_08549","KLLDKJAP_09242","HHDJLLAI_08376","IFEKPJDH_08365"
"group_14649","","hypothetical protein","9","9","1","2","3292","","","","236","236","236","GOJPHPBD_09055","DEIPBNHI_09883","LBLIGOHA_07760","IIFCLKFN_07559","BOFCGCOL_09486","KJABKPCK_08992","KLLDKJAP_08719","HHDJLLAI_07759","IFEKPJDH_08091"
"group_14650","","putative protein","9","9","1","1","2956","","","","647","647","647","GOJPHPBD_00812","DEIPBNHI_02003","LBLIGOHA_02896","IIFCLKFN_00056","BOFCGCOL_01512","KJABKPCK_00208","KLLDKJAP_01389","HHDJLLAI_01810","IFEKPJDH_01710"
"livH","","High-affinity branched-chain amino acid transport system permease protein LivH","9","9","1","1","6011","","","","866","866","866","GOJPHPBD_04459","DEIPBNHI_07081","LBLIGOHA_05166","IIFCLKFN_04593","BOFCGCOL_06836","KJABKPCK_05909","KLLDKJAP_06755","HHDJLLAI_05842","IFEKPJDH_06978"
"ubiG_1","","Ubiquinone biosynthesis O-methyltransferase","9","9","1","1","12161","","","","707","707","707","GOJPHPBD_01245","DEIPBNHI_01523","LBLIGOHA_00319","IIFCLKFN_01774","BOFCGCOL_00969","KJABKPCK_00933","KLLDKJAP_00735","HHDJLLAI_01505","IFEKPJDH_02616"
"group_14653","","hypothetical protein","9","9","1","1","8524","","","","830","830","830","GOJPHPBD_04722","DEIPBNHI_03995","LBLIGOHA_05043","IIFCLKFN_05060","BOFCGCOL_06033","KJABKPCK_05650","KLLDKJAP_04992","HHDJLLAI_05013","IFEKPJDH_06688"
"group_14654","","hypothetical protein","9","9","1","1","9734","","","","128","128","128","GOJPHPBD_05624","DEIPBNHI_06983","LBLIGOHA_07207","IIFCLKFN_04060","BOFCGCOL_03669","KJABKPCK_07045","KLLDKJAP_06245","HHDJLLAI_04677","IFEKPJDH_05897"
"group_14655","","hypothetical protein","9","9","1","1","6175","","","","401","401","401","GOJPHPBD_07185","DEIPBNHI_05919","LBLIGOHA_06536","IIFCLKFN_07223","BOFCGCOL_05240","KJABKPCK_06589","KLLDKJAP_05908","HHDJLLAI_06347","IFEKPJDH_04992"
"mraZ_2","","Transcriptional regulator MraZ","9","9","1","1","5929","","","","431","431","431","GOJPHPBD_04488","DEIPBNHI_07110","LBLIGOHA_05137","IIFCLKFN_04623","BOFCGCOL_06266","KJABKPCK_05880","KLLDKJAP_05955","HHDJLLAI_04779","IFEKPJDH_06920"
"znuB_1","","High-affinity zinc uptake system membrane protein ZnuB","9","9","1","1","132","","","","914","914","914","GOJPHPBD_03049","DEIPBNHI_03248","LBLIGOHA_01609","IIFCLKFN_02447","BOFCGCOL_02173","KJABKPCK_02639","KLLDKJAP_01757","HHDJLLAI_00315","IFEKPJDH_00816"
"araQ_14","","L-arabinose transport system permease protein AraQ","9","9","1","1","11506","","","","830","830","830","GOJPHPBD_00933","DEIPBNHI_02107","LBLIGOHA_01891","IIFCLKFN_00395","BOFCGCOL_01282","KJABKPCK_03012","KLLDKJAP_03032","HHDJLLAI_02154","IFEKPJDH_01055"
"parA","","Chromosome partitioning protein ParA","9","9","1","1","8379","","","","812","812","812","GOJPHPBD_04804","DEIPBNHI_03912","LBLIGOHA_05885","IIFCLKFN_07192","BOFCGCOL_05951","KJABKPCK_06411","KLLDKJAP_05075","HHDJLLAI_05096","IFEKPJDH_06600"
"group_1466","","hypothetical protein","9","9","1","1","10976","","","","296","350","344","GOJPHPBD_00190","DEIPBNHI_02463","LBLIGOHA_02407","IIFCLKFN_01237","BOFCGCOL_03031","KJABKPCK_01855","KLLDKJAP_01277","HHDJLLAI_03539","IFEKPJDH_02405"
"rpsH_3","","30S ribosomal protein S8","9","9","1","2","1564","","","","398","398","398","GOJPHPBD_07938","DEIPBNHI_09803","LBLIGOHA_08355","IIFCLKFN_10024","BOFCGCOL_07919","KJABKPCK_07621","KLLDKJAP_09801","HHDJLLAI_08733","IFEKPJDH_07943"
"frr_1","","Ribosome-recycling factor","9","9","1","1","12234","","","","566","566","566","GOJPHPBD_02434","DEIPBNHI_01450","LBLIGOHA_00392","IIFCLKFN_01702","BOFCGCOL_00898","KJABKPCK_01004","KLLDKJAP_00806","HHDJLLAI_01433","IFEKPJDH_00661"
"group_14662","","hypothetical protein","9","9","1","1","7688","","","","131","131","131","GOJPHPBD_05572","DEIPBNHI_05516","LBLIGOHA_04559","IIFCLKFN_03563","BOFCGCOL_04227","KJABKPCK_03727","KLLDKJAP_04506","HHDJLLAI_05887","IFEKPJDH_05283"
"prfB_1","","Peptide chain release factor 2","9","9","1","3","190","","","","1115","1115","1115","GOJPHPBD_02070","DEIPBNHI_03362","LBLIGOHA_02745","IIFCLKFN_02170","BOFCGCOL_00202","KJABKPCK_00390","KLLDKJAP_00136","HHDJLLAI_03224","IFEKPJDH_02085"
"sugA_2","","Trehalose transport system permease protein SugA","9","9","1","1","12066","","","","977","977","977","GOJPHPBD_02633","DEIPBNHI_02703","LBLIGOHA_03055","IIFCLKFN_03541","BOFCGCOL_03578","KJABKPCK_03395","KLLDKJAP_03457","HHDJLLAI_03309","IFEKPJDH_00046"
"group_14665","","hypothetical protein","9","9","1","1","10359","","","","221","221","221","GOJPHPBD_04950","DEIPBNHI_06393","LBLIGOHA_06394","IIFCLKFN_06548","BOFCGCOL_06483","KJABKPCK_04734","KLLDKJAP_05302","HHDJLLAI_03976","IFEKPJDH_05054"
"hom_1","","Homoserine dehydrogenase","9","9","1","1","434","","","","1358","1358","1358","GOJPHPBD_02230","DEIPBNHI_00809","LBLIGOHA_02564","IIFCLKFN_01268","BOFCGCOL_02452","KJABKPCK_02205","KLLDKJAP_02862","HHDJLLAI_00587","IFEKPJDH_01128"
"ruvA_2","","Holliday junction ATP-dependent DNA helicase RuvA","9","9","1","1","5774","","","","620","620","620","GOJPHPBD_04611","DEIPBNHI_04103","LBLIGOHA_04932","IIFCLKFN_05168","BOFCGCOL_06141","KJABKPCK_05758","KLLDKJAP_04882","HHDJLLAI_04902","IFEKPJDH_06796"
"rplS_1","","50S ribosomal protein L19","9","9","1","1","12221","","","","350","350","350","GOJPHPBD_02421","DEIPBNHI_01463","LBLIGOHA_00379","IIFCLKFN_01715","BOFCGCOL_00911","KJABKPCK_00991","KLLDKJAP_00793","HHDJLLAI_01446","IFEKPJDH_00674"
"mrpC_3","","Na(+)/H(+) antiporter subunit C","9","9","1","2","2831","","","","350","350","350","GOJPHPBD_09253","DEIPBNHI_09225","LBLIGOHA_07494","IIFCLKFN_08508","BOFCGCOL_09703","KJABKPCK_07331","KLLDKJAP_08450","HHDJLLAI_08028","IFEKPJDH_09386"
"group_14670","","hypothetical protein","9","9","1","1","11671","","","","848","848","848","GOJPHPBD_01073","DEIPBNHI_00525","LBLIGOHA_02031","IIFCLKFN_00539","BOFCGCOL_01141","KJABKPCK_00758","KLLDKJAP_00563","HHDJLLAI_01193","IFEKPJDH_02991"
"yrrK","","Putative pre-16S rRNA nuclease","9","9","1","2","4341","","","","428","428","428","GOJPHPBD_08475","DEIPBNHI_08877","LBLIGOHA_08788","IIFCLKFN_08183","BOFCGCOL_08364","KJABKPCK_08491","KLLDKJAP_08339","HHDJLLAI_08318","IFEKPJDH_08426"
"group_14672","","hypothetical protein","9","9","1","1","4183","","","","1232","1232","1232","GOJPHPBD_05793","DEIPBNHI_04948","LBLIGOHA_06685","IIFCLKFN_06044","BOFCGCOL_05363","KJABKPCK_05179","KLLDKJAP_04156","HHDJLLAI_03727","IFEKPJDH_03661"
"rplE_1","","50S ribosomal protein L5","9","9","1","1","2894","","","","572","572","572","GOJPHPBD_00874","DEIPBNHI_01941","LBLIGOHA_02958","IIFCLKFN_00117","BOFCGCOL_01574","KJABKPCK_00146","KLLDKJAP_01327","HHDJLLAI_01872","IFEKPJDH_00361"
"pstA1_1","","Phosphate transport system permease protein PstA 1","9","9","1","1","11048","","","","1163","1163","1163","GOJPHPBD_00262","DEIPBNHI_02535","LBLIGOHA_02479","IIFCLKFN_01165","BOFCGCOL_02960","KJABKPCK_01927","KLLDKJAP_01205","HHDJLLAI_02046","IFEKPJDH_02687"
"ydjZ_3","","TVP38/TMEM64 family inner membrane protein YdjZ","9","9","1","1","9475","","","","803","803","803","GOJPHPBD_06591","DEIPBNHI_04439","LBLIGOHA_05741","IIFCLKFN_03797","BOFCGCOL_04575","KJABKPCK_06925","KLLDKJAP_03739","HHDJLLAI_04420","IFEKPJDH_04674"
"argH_1","","Argininosuccinate lyase","9","9","1","1","2170","","","","1505","1505","1505","GOJPHPBD_02204","DEIPBNHI_02249","LBLIGOHA_03340","IIFCLKFN_03087","BOFCGCOL_03358","KJABKPCK_02420","KLLDKJAP_02190","HHDJLLAI_03042","IFEKPJDH_03370"
"rplN_1","","50S ribosomal protein L14","9","9","1","1","2896","","","","368","368","368","GOJPHPBD_00872","DEIPBNHI_01943","LBLIGOHA_02956","IIFCLKFN_00115","BOFCGCOL_01572","KJABKPCK_00148","KLLDKJAP_01329","HHDJLLAI_01870","IFEKPJDH_00359"
"group_14678","","hypothetical protein","9","9","1","1","12139","","","","302","302","302","GOJPHPBD_01223","DEIPBNHI_01545","LBLIGOHA_00297","IIFCLKFN_01796","BOFCGCOL_00991","KJABKPCK_00911","KLLDKJAP_00713","HHDJLLAI_01527","IFEKPJDH_02794"
"rplL_3","","50S ribosomal protein L7/L12","9","9","1","2","407","","","","368","368","368","GOJPHPBD_08220","DEIPBNHI_09670","LBLIGOHA_09944","IIFCLKFN_07887","BOFCGCOL_09910","KJABKPCK_09492","KLLDKJAP_07442","HHDJLLAI_09418","IFEKPJDH_09926"
"group_1468","","hypothetical protein","9","9","1","1","10998","","","","521","521","521","GOJPHPBD_00213","DEIPBNHI_02486","LBLIGOHA_02430","IIFCLKFN_01214","BOFCGCOL_03009","KJABKPCK_01878","KLLDKJAP_01254","HHDJLLAI_02095","IFEKPJDH_02428"
"dagK_1","","Diacylglycerol kinase","9","9","1","1","11560","","","","1205","1205","1205","GOJPHPBD_00981","DEIPBNHI_00433","LBLIGOHA_01939","IIFCLKFN_00445","BOFCGCOL_01233","KJABKPCK_00665","KLLDKJAP_02983","HHDJLLAI_02203","IFEKPJDH_00970"
"group_14681","","hypothetical protein","9","9","1","1","3023","","","","1283","1283","1283","GOJPHPBD_00761","DEIPBNHI_02054","LBLIGOHA_01811","IIFCLKFN_00003","BOFCGCOL_01460","KJABKPCK_00259","KLLDKJAP_01441","HHDJLLAI_01759","IFEKPJDH_02143"
"pnp_2","","Polyribonucleotide nucleotidyltransferase","9","9","1","1","4927","","","","2219","2219","2219","GOJPHPBD_04323","DEIPBNHI_04565","LBLIGOHA_04088","IIFCLKFN_05775","BOFCGCOL_05658","KJABKPCK_04145","KLLDKJAP_06667","HHDJLLAI_05239","IFEKPJDH_04333"
"groL1_1","","60 kDa chaperonin 1","9","9","1","1","11663","","","","1634","1643","1642","GOJPHPBD_01065","DEIPBNHI_00517","LBLIGOHA_02023","IIFCLKFN_00531","BOFCGCOL_01149","KJABKPCK_00750","KLLDKJAP_00555","HHDJLLAI_01201","IFEKPJDH_02983"
"group_14684","","hypothetical protein","9","9","1","1","12157","","","","1313","1313","1313","GOJPHPBD_01241","DEIPBNHI_01527","LBLIGOHA_00315","IIFCLKFN_01778","BOFCGCOL_00973","KJABKPCK_00929","KLLDKJAP_00731","HHDJLLAI_01509","IFEKPJDH_02812"
"group_14685","","tRNA-Asn(gtt)","9","9","1","1","3900","","","","73","73","73","GOJPHPBD_04374","DEIPBNHI_04616","LBLIGOHA_04139","IIFCLKFN_05826","BOFCGCOL_05717","KJABKPCK_04197","KLLDKJAP_04363","HHDJLLAI_05294","IFEKPJDH_04283"
"group_14686","","tRNA-Asn(gtt)","9","9","1","1","8131","","","","73","73","73","GOJPHPBD_03873","DEIPBNHI_03810","LBLIGOHA_06023","IIFCLKFN_07271","BOFCGCOL_06329","KJABKPCK_06207","KLLDKJAP_04781","HHDJLLAI_07134","IFEKPJDH_06509"
"rplX_1","","50S ribosomal protein L24","9","9","1","1","2895","","","","386","386","386","GOJPHPBD_00873","DEIPBNHI_01942","LBLIGOHA_02957","IIFCLKFN_00116","BOFCGCOL_01573","KJABKPCK_00147","KLLDKJAP_01328","HHDJLLAI_01871","IFEKPJDH_00360"
"group_14688","","putative oxidoreductase/MSMEI_2347","9","9","1","1","1744","","","","839","839","839","GOJPHPBD_01788","DEIPBNHI_00121","LBLIGOHA_01092","IIFCLKFN_01947","BOFCGCOL_00253","KJABKPCK_01630","KLLDKJAP_02009","HHDJLLAI_01047","IFEKPJDH_01198"
"treP_3","","PTS system trehalose-specific EIIBC component","9","9","1","2","849","","","","1427","1427","1427","GOJPHPBD_08856","DEIPBNHI_08829","LBLIGOHA_09372","IIFCLKFN_09354","BOFCGCOL_09037","KJABKPCK_08944","KLLDKJAP_09553","HHDJLLAI_10025","IFEKPJDH_10122"
"dipZ_1","","Protein DipZ","9","9","1","1","11014","","","","1940","2033","2022","GOJPHPBD_00228","DEIPBNHI_02501","LBLIGOHA_02445","IIFCLKFN_01199","BOFCGCOL_02994","KJABKPCK_01893","KLLDKJAP_01239","HHDJLLAI_02080","IFEKPJDH_03473"
"ppnK_2","","NAD kinase","9","9","1","1","6034","","","","941","941","941","GOJPHPBD_04436","DEIPBNHI_07058","LBLIGOHA_05189","IIFCLKFN_04570","BOFCGCOL_06859","KJABKPCK_05932","KLLDKJAP_06778","HHDJLLAI_05819","IFEKPJDH_06955"
"group_14691","","hypothetical protein","9","9","1","1","11813","","","","335","335","335","GOJPHPBD_01201","DEIPBNHI_00653","LBLIGOHA_02159","IIFCLKFN_00667","BOFCGCOL_01013","KJABKPCK_00889","KLLDKJAP_00691","HHDJLLAI_01548","IFEKPJDH_02567"
"puuP_2","","Putrescine importer PuuP","9","9","1","1","8399","","","","1544","1544","1544","GOJPHPBD_04784","DEIPBNHI_03932","LBLIGOHA_05905","IIFCLKFN_04997","BOFCGCOL_05971","KJABKPCK_05587","KLLDKJAP_05055","HHDJLLAI_05075","IFEKPJDH_06621"
"dapH","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","9","9","1","2","4120","","","","719","719","719","GOJPHPBD_08269","DEIPBNHI_10354","LBLIGOHA_08583","IIFCLKFN_07978","BOFCGCOL_08570","KJABKPCK_08287","KLLDKJAP_08134","HHDJLLAI_09696","IFEKPJDH_08632"
"msrB_3","","Peptide methionine sulfoxide reductase MsrB","9","9","1","2","4158","","","","428","428","428","GOJPHPBD_08304","DEIPBNHI_10317","LBLIGOHA_08619","IIFCLKFN_08014","BOFCGCOL_08535","KJABKPCK_08322","KLLDKJAP_08170","HHDJLLAI_09660","IFEKPJDH_08597"
"cysA_1","","Sulfate/thiosulfate import ATP-binding protein CysA","9","9","1","1","1702","","","","707","707","707","GOJPHPBD_01819","DEIPBNHI_00090","LBLIGOHA_00842","IIFCLKFN_01126","BOFCGCOL_00062","KJABKPCK_01599","KLLDKJAP_02040","HHDJLLAI_00011","IFEKPJDH_01237"
"group_14696","","hypothetical protein","9","9","1","1","765","","","","1502","1505","1504","GOJPHPBD_05174","DEIPBNHI_07360","LBLIGOHA_04792","IIFCLKFN_05299","BOFCGCOL_05482","KJABKPCK_06458","KLLDKJAP_04024","HHDJLLAI_04208","IFEKPJDH_07048"
"hddC","","D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase","9","9","1","1","2718","","","","833","833","833","GOJPHPBD_00372","DEIPBNHI_00420","LBLIGOHA_03091","IIFCLKFN_00704","BOFCGCOL_03206","KJABKPCK_01218","KLLDKJAP_03318","HHDJLLAI_02538","IFEKPJDH_02201"
"rclA_1","","putative pyridine nucleotide-disulfide oxidoreductase RclA","9","9","1","1","2746","","","","1430","1430","1430","GOJPHPBD_00401","DEIPBNHI_01710","LBLIGOHA_03546","IIFCLKFN_00681","BOFCGCOL_03262","KJABKPCK_01195","KLLDKJAP_03341","HHDJLLAI_02515","IFEKPJDH_00563"
"deaD_3","","ATP-dependent RNA helicase DeaD","9","9","1","1","5833","","","","1820","1820","1820","GOJPHPBD_04555","DEIPBNHI_04158","LBLIGOHA_04876","IIFCLKFN_05224","BOFCGCOL_06197","KJABKPCK_05813","KLLDKJAP_04827","HHDJLLAI_04846","IFEKPJDH_06852"
"pamO","","Phenylacetone monooxygenase","9","9","1","1","11022","","","","1085","1427","1389","GOJPHPBD_00236","DEIPBNHI_02509","LBLIGOHA_02453","IIFCLKFN_01191","BOFCGCOL_02986","KJABKPCK_01901","KLLDKJAP_01231","HHDJLLAI_02072","IFEKPJDH_03465"
"rhmT","","Inner membrane transport protein RhmT","9","9","1","1","1913","","","","1370","1370","1370","GOJPHPBD_03318","DEIPBNHI_01016","LBLIGOHA_01764","IIFCLKFN_02907","BOFCGCOL_00481","KJABKPCK_02275","KLLDKJAP_01493","HHDJLLAI_00102","IFEKPJDH_03162"
"ureC_1","","Urease subunit alpha","9","9","1","1","1088","","","","1709","1709","1709","GOJPHPBD_01499","DEIPBNHI_01592","LBLIGOHA_00029","IIFCLKFN_01901","BOFCGCOL_01803","KJABKPCK_01821","KLLDKJAP_00485","HHDJLLAI_02878","IFEKPJDH_03535"
"group_14702","","hypothetical protein","9","9","1","2","2957","","","","320","320","320","GOJPHPBD_09140","DEIPBNHI_09339","LBLIGOHA_07608","IIFCLKFN_08394","BOFCGCOL_09588","KJABKPCK_07444","KLLDKJAP_08564","HHDJLLAI_07914","IFEKPJDH_08001"
"pstS","","Phosphate-binding protein PstS","9","9","1","2","4111","","","","950","950","950","GOJPHPBD_08261","DEIPBNHI_10362","LBLIGOHA_08575","IIFCLKFN_07969","BOFCGCOL_08578","KJABKPCK_08279","KLLDKJAP_08126","HHDJLLAI_09704","IFEKPJDH_08640"
"asnB","","Asparagine synthetase [glutamine-hydrolyzing] 1","9","9","1","1","12265","","","","2783","2783","2783","GOJPHPBD_02461","DEIPBNHI_01422","LBLIGOHA_00420","IIFCLKFN_01673","BOFCGCOL_00869","KJABKPCK_01032","KLLDKJAP_00835","HHDJLLAI_01404","IFEKPJDH_01401"
"uvrA_2","","UvrABC system protein A","9","9","1","1","3470","","","","2867","2867","2867","GOJPHPBD_00713","DEIPBNHI_02210","LBLIGOHA_00181","IIFCLKFN_00206","BOFCGCOL_01881","KJABKPCK_00038","KLLDKJAP_01047","HHDJLLAI_01642","IFEKPJDH_00458"
"group_14706","","hypothetical protein","9","9","1","1","332","","","","1130","1130","1130","GOJPHPBD_02922","DEIPBNHI_02148","LBLIGOHA_03496","IIFCLKFN_01414","BOFCGCOL_02307","KJABKPCK_02061","KLLDKJAP_02719","HHDJLLAI_00444","IFEKPJDH_01496"
"gmk_3","","Guanylate kinase","9","9","1","2","3742","","","","623","623","623","GOJPHPBD_09927","DEIPBNHI_08283","LBLIGOHA_08043","IIFCLKFN_09720","BOFCGCOL_08672","KJABKPCK_08087","KLLDKJAP_08875","HHDJLLAI_07476","IFEKPJDH_08979"
"dgoA","","2-dehydro-3-deoxy-6-phosphogalactonate aldolase","9","9","1","1","2402","","","","632","632","632","GOJPHPBD_01383","DEIPBNHI_02335","LBLIGOHA_02207","IIFCLKFN_02985","BOFCGCOL_01967","KJABKPCK_01282","KLLDKJAP_02602","HHDJLLAI_02631","IFEKPJDH_00730"
"xerD_5","","Tyrosine recombinase XerD","9","9","1","1","6024","","","","947","947","947","GOJPHPBD_04446","DEIPBNHI_07068","LBLIGOHA_05179","IIFCLKFN_04580","BOFCGCOL_06849","KJABKPCK_05922","KLLDKJAP_06768","HHDJLLAI_05829","IFEKPJDH_06965"
"group_1471","","hypothetical protein","9","9","1","1","11032","","","","1208","1208","1208","GOJPHPBD_00246","DEIPBNHI_02519","LBLIGOHA_02463","IIFCLKFN_01181","BOFCGCOL_02976","KJABKPCK_01911","KLLDKJAP_01221","HHDJLLAI_02062","IFEKPJDH_02669"
