tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
1351	13923868	repB	D686_p2002	-	-	-	-	replicate protein	protein-coding	-	-	-	replicate protein|RepB	20160827	-
1351	18983773	pCPPF5_008	pCPPF5_008	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180130	-
1351	18983774	pCPPF5_009	pCPPF5_009	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180130	-
1352	3205032	pJB01p1	pJB01p1	-	-	-	-	replication initiator	protein-coding	-	-	-	replication initiator|hypothetical protein	20180129	-
1352	3776262	rep	pHTbeta_59	-	-	-	-	replication protein	protein-coding	-	-	-	-	20160903	-
1352	4200872	pCIZ2_08	pCIZ2_08	-	-	-	-	ORF8	protein-coding	-	-	-	ORF8|putative plasmid replication protein	20180130	-
1352	4200873	pCIZ2_09	pCIZ2_09	-	-	-	-	ORF9	protein-coding	-	-	-	ORF9|putative plasmid replication protein	20150908	-
1352	4594982	pRUM_p13	pRUM_p13	-	-	-	-	truncated; orf13	protein-coding	-	-	-	truncated|orf13|kanamycin resistance	20180129	-
1352	4594983	pRUM_p12	pRUM_p12	-	-	-	-	truncated; orf12	protein-coding	-	-	-	truncated|orf12|putative replication protein repa	20180129	-
1352	4594989	pRUM_p23	pRUM_p23	-	-	-	-	orf23	protein-coding	-	-	-	orf23|replication inititation protein repm	20180129	-
1352	4670210	rep	pVEF1_001	-	-	-	-	plasmid replication protein	protein-coding	-	-	-	-	20180130	-
1352	4670212	cds20	pVEF1_020	-	-	-	-	truncated streptomycin resistance protein	protein-coding	-	-	-	-	20160917	-
1352	4670227	cds10	pVEF1_010	-	-	-	-	truncated streptomycin resistance protein	protein-coding	-	-	-	-	20160917	-
1352	4670230	cds30	pVEF1_030	-	-	-	-	truncated delta protein	protein-coding	-	-	-	-	20180130	-
1352	4670236	cds3	pVEF1_003	-	-	-	-	truncated IS1216	protein-coding	-	-	-	-	20180130	-
1352	4670239	repR	pVEF1_026	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180130	-
1352	4783145	cds3	pVEF205	-	-	-	-	truncated IS1216	protein-coding	-	-	-	-	20180130	-
1352	4783159	cds30	pVEF206	-	-	-	-	truncated delta protein	protein-coding	-	-	-	-	20180130	-
1352	4783165	repR	pVEF230	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20180130	-
1352	5859829	repA	pJS33_01	-	-	-	-	replication initiation protein	protein-coding	-	-	-	replication initiation protein|hypothetical protein	20180317	-
1352	5859833	repA	pJS42_01	-	-	-	-	replication initiation protein	protein-coding	-	-	-	replication initiation protein|hypothetical protein	20160924	-
1352	5896953	rep	pRI1_07	-	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20160924	-
1352	6385848	repR	-pVEF3_p36	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20180130	-
1352	6385853	rep	-pVEF3_p01	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20160716	-
1352	6385868	cds34	-pVEF3_p33	-	-	-	-	truncated transposase	protein-coding	-	-	-	-	20180129	-
1352	6385886	cds21	-pVEF3_p20	-	-	-	-	truncated transposase	protein-coding	-	-	-	-	20180512	-
1352	6385894	cds33	-pVEF3_p32	-	-	-	-	truncated transposase	protein-coding	-	-	-	-	20180130	-
1352	6779644	pIP816p11	pIP816p11	-	-	-	-	truncated transposase	protein-coding	-	-	-	-	20180130	-
1352	6779654	repE	pIP816p27	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20180130	-
1352	6779667	repE	pIP816p17	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20180130	-
1352	10164654	int	pS177_p12	-	-	-	-	catalytic region	protein-coding	-	-	-	catalytic region|integrase	20180130	-
1352	10164667	vanY	pS177_p20	-	-	-	-	truncated carboxypeptidase	protein-coding	-	-	-	truncated carboxypeptidase|VanY	20180130	-
1352	10164672	vanS	pS177_p25	-	-	-	-	truncated histidine kinase	protein-coding	-	-	-	truncated histidine kinase|VanS	20180130	-
1352	10164675	tnp	pS177_p28	-	-	-	-	tnp (Tn1546)	protein-coding	-	-	-	truncated Tn1546 transposase|truncated transposase	20180130	-
1352	10164684	repA	pS177_p39	-	-	-	-	putative RepA replication protein	protein-coding	-	-	-	-	20180130	-
1352	10987361	pNJAKD_p5	pNJAKD_p5	-	-	-	-	orf5	protein-coding	-	-	-	orf5|truncated replication protein	20160813	-
1352	11130854	PM7M2_p01	PM7M2_p01	-	-	-	-	orf1	protein-coding	-	-	-	orf1|truncated transposon protein	20170906	-
1352	11130861	PM7M2_p09	PM7M2_p09	-	-	-	-	orf9; Rep	protein-coding	-	-	-	orf9|Rep|truncated replication protein	20150908	-
1352	13917808	repA	D687_p3	-	-	-	-	putative plasmid replication protein	protein-coding	-	-	-	-	20180130	-
1352	13917810	repB	D687_p2	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20180130	-
1352	14755303	rep	D687_p1003	-	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20160827	-
1352	15383088	vanY	D687_p2021	-	-	-	-	truncated carboxypeptidase	protein-coding	-	-	-	-	20180130	-
1352	15383100	hsdM_N	D687_p2012	-	-	-	-	type I restriction-modification system, M subunit	protein-coding	-	-	-	-	20180130	-
1352	15414721	repA	D687_p2036	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180130	-
1352	15414726	D687_p2001	D687_p2001	-	-	-	-	replication control protein PrgN	protein-coding	-	-	-	-	20180130	-
1358	1113424	repB	pIL105p3	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180129	-
1358	1113426	repB	pAH33_01	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180129	-
1358	1113429	rep	pCIS3_01	-	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20180129	-
1358	1113507	RepA	pWV01_03	-	-	-	-	replication protein A	protein-coding	-	-	-	-	20180130	-
1358	1403820	repB	pWC1_p1	-	-	-	-	replication protein	protein-coding	-	-	-	-	20160716	-
1358	3722490	pCRL1127_06	pCRL1127_06	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180129	-
1358	4362752	repB	pND324p1	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180129	-
1358	5077304	repA	pGdh442_43	-	-	-	-	RepA	protein-coding	-	-	-	RepA|replication protein	20180130	-
1358	5077339	pinR	pGdh442_38	-	-	-	-	relaxase; PinR	protein-coding	-	-	-	relaxase|PinR|truncated DNA invertase	20170906	-
1358	5077359	pGdh442_p24	pGdh442_p24	-	-	-	-	cation transport ATPase	protein-coding	-	-	-	-	20160917	-
1358	6385732	repA	pNP40_p59	-	-	-	-	replication initiator protein	protein-coding	-	-	-	replication initiator protein|RepA	20160910	-
1358	7056519	repB	pKL001_p3	-	-	-	-	ORF4	protein-coding	-	-	-	ORF4|replication protein RepB	20161001	-
1358	8655116	repX1	pSK11B_2	-	-	-	-	replication-associated protein RepX	protein-coding	-	-	-	-	20170906	-
1358	8655118	orf4	pSK11B_4	-	-	-	-	putative replication initiation factor	protein-coding	-	-	-	-	20170906	-
1358	8655126	orf12	pSK11B_12	-	-	-	-	methyltransferase, type III restriction-modification system, truncated	protein-coding	-	-	-	-	20170906	-
1358	8655127	repX2	pSK11B_13	-	-	-	-	replication-associated protein RepX	protein-coding	-	-	-	-	20160827	-
1358	8655128	repB2	pSK11B_14	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20170906	-
1358	8655130	repB1	pSK11B_1	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20170906	-
1358	12393301	repB	pSK11P_1	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20170906	-
1358	12393302	repX	pSK11P_2	-	-	-	-	replication-associated protein RepX	protein-coding	-	-	-	-	20150520	-
1358	12393303	repC	pSK11P_3	-	-	-	-	replication-associated protein RepC	protein-coding	-	-	-	-	20180130	-
1358	12471557	repB1	pSK11L_1	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180129	-
1358	12471562	repB2	pSK11L_6	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20160903	-
1358	12486415	repB	pSK11A_1	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20170906	-
1358	12486417	repX	pSK11A_3	-	-	-	-	replication-associated protein RepX	protein-coding	-	-	-	-	20170906	-
1358	12486420	tnpB-IS981	pSK11A_6	-	-	-	-	truncated transposase B	protein-coding	-	-	-	-	20170906	-
1359	1113510	repB	pHP003_01	-	-	-	-	replication protein	protein-coding	-	-	-	replication protein|hypothetical protein	20180129	-
1359	1113515	repB2	pNZ4000_13	-	-	-	-	RepB2	protein-coding	-	-	-	RepB2|replication protein	20180129	-
1359	1113529	repB1	pNZ4000_04	-	-	-	-	RepB1	protein-coding	-	-	-	RepB1|replication protein	20180129	-
1359	1113533	pNZ4000_35	pNZ4000_35	-	-	-	-	repB3	protein-coding	-	-	-	RepB3|replication protein	20180129	-
1359	1113534	repB4	pNZ4000_40	-	-	-	-	RepB4	protein-coding	-	-	-	RepB4|replication protein	20180130	-
1359	1450211	repA	pBM02_03	-	-	-	-	replication protein RepA	protein-coding	-	-	-	-	20180129	-
1359	1450212	repB	pBM02_04	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180129	-
1359	3499447	repB	pAG6_04	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180130	-
1359	13915165	repX	D688_p2	-	-	-	-	RepX	protein-coding	-	-	-	RepX|replication protein X	20150520	-
1359	13915168	repB	D688_p1	-	-	-	-	RepB	protein-coding	-	-	-	RepB|replication protein B	20160813	-
1359	13919097	pAF04_p02	pAF04_p02	-	-	-	-	replication-associated protein	protein-coding	-	-	-	-	20150520	-
1359	13919098	repB	pAF04_p03	-	-	-	-	RepB plasmid replication protein	protein-coding	-	-	-	-	20160820	-
1359	13919106	repA	pAF07_p04	-	-	-	-	RepA-like replication initiator protein	protein-coding	-	-	-	-	20160820	-
1359	13919110	pAF12_p02	pAF12_p02	-	-	-	-	replication-associated protein	protein-coding	-	-	-	-	20160820	-
1359	13919111	hsdS	pAF12_p03	-	-	-	-	type I restriction-modification HsdS subunit	protein-coding	-	-	-	-	20160820	-
1359	13919126	repB	pAF14_p05	-	-	-	-	repB replication protein	protein-coding	-	-	-	-	20160820	-
1359	13919127	pAF14_p06	pAF14_p06	-	-	-	-	Replication-associated protein, RepX-like protein	protein-coding	-	-	-	-	20160820	-
1359	13919157	repB	pAF22_p23	-	-	-	-	replication initiator protein	protein-coding	-	-	-	-	20160820	-
1359	13919696	repC	pLP712_16	-	-	-	-	RepC	protein-coding	-	-	-	RepC|replication protein	20180130	-
1359	13919701	repA	pLP712_21	-	-	-	-	RepA	protein-coding	-	-	-	RepA|putative replication protein	20180130	-
1359	13921094	D688_p3	D688_p3	-	-	-	-	ORF2	protein-coding	-	-	-	ORF2|hypothetical truncated protein	20160813	-
1359	13921095	D688_p4	D688_p4	-	-	-	-	ORF4	protein-coding	-	-	-	ORF4|hypothetical truncated plasmid mobilization protein D	20160813	-
1359	20467796	repB	D688_p2001	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180129	-
1360	1263074	repB	pCD4_p2	-	-	-	-	replication initiator protein RepB	protein-coding	-	-	-	-	20160820	-
1360	3125809	repA	pMN5_p4	-	-	-	-	replication protein	protein-coding	-	-	-	replication protein|hypothetical protein	20180129	-
1360	3125817	repB	pAH82_p13	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180129	-
1360	4525489	pL2_p1	pL2_p1	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20160910	-
1360	11002068	repB	pIL3_1	-	-	-	-	similar to INSD accession CAA65651	protein-coding	-	-	-	replication protein	20160813	-
1360	11013213	orf17	pIL7_17	-	-	-	-	similar to YP_796484	protein-coding	-	-	-	truncated replication initiator protein	20180130	-
1360	11013216	repA	pIL7_20	-	-	-	-	similar to YP_001174679	protein-coding	-	-	-	replication protein	20180130	-
1360	11013226	repB	pIL7_1	-	-	-	-	similar to INSD accession CAA80964	protein-coding	-	-	-	replication protein RepB	20180707	-
1360	11013248	orfX	pIL5_2	-	-	-	-	similar to YP_003329497	protein-coding	-	-	-	replication-associated protein RepX	20170906	-
1360	11013249	orf3	pIL5_3	-	-	-	-	similar to YP_809513	protein-coding	-	-	-	truncated peptidase E	20180129	-
1360	11013258	repB	pIL5_1	-	-	-	-	similar to NP_053040	protein-coding	-	-	-	replication protein	20170906	-
1360	11013260	repB	pIL4_1	-	-	-	-	similar to INSD accession AAF27559	protein-coding	-	-	-	putative replication protein	20180130	-
1360	11013307	repB1	pIL4_41	-	-	-	-	similar to YP_796550	protein-coding	-	-	-	replication initiator protein	20180130	-
1360	11040999	repB	pAR141_p2	-	-	-	-	replication initiation protein	protein-coding	-	-	-	replication initiation protein|RepB	20160903	-
1360	11135791	repB	pIL1_1	-	-	-	-	similar to NP_112721	protein-coding	-	-	-	replication initiator protein RepB	20160813	-
1360	11135794	hsdS	pIL1_4	-	-	-	-	similar to YP_139340	protein-coding	-	-	-	truncated type I R/M system specificity subunit	20160813	-
1360	11179360	repX	PKP1_p2	-	-	-	-	replication associated protein	protein-coding	-	-	-	-	20160827	-
1360	11179366	repB	PKP1_p1	-	-	-	-	replication protein	protein-coding	-	-	-	-	20160813	-
1360	12354826	repB	pIL2_1	-	-	-	-	similar to NP_258267	protein-coding	-	-	-	replication protein RepB	20160813	-
1360	13918747	repB	pIL6_1	-	-	-	-	similar to INSD accession CAA65652.1	protein-coding	-	-	-	replication initiator protein	20160813	-
1360	20467035	orf2	D688_p1002	-	-	-	-	replication-associated protein RepX	protein-coding	-	-	-	-	20160910	-
1360	20467036	hsdR	D688_p1003	-	-	-	-	HsdR	protein-coding	-	-	-	HsdR|type I restriction-modification system restriction subunit R	20160910	-
1360	20467037	hsdM	D688_p1004	-	-	-	-	HsdM	protein-coding	-	-	-	HsdM|type I restriction-modification system modification subunit M	20160910	-
1360	20467038	hsdS	D688_p1005	-	-	-	-	HsdS	protein-coding	-	-	-	HsdS|truncated type I restriction-modification system endonuclease subunit S	20160910	-
1360	20467043	orf10	D688_p1010	-	-	-	-	truncated plasmid replication initiator protein A	protein-coding	-	-	-	-	20160910	-
1360	20467048	repB	D688_p1001	-	-	-	-	replication initiator protein RepB	protein-coding	-	-	-	-	20160910	-
1363	6268050	repB	pLK0018_p15	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20180421	-
1363	11933910	repB	PGL1_p4	-	-	-	-	putative replication initiator protein	protein-coding	-	-	-	-	20160820	-
1363	11933914	repB	PGL3_p1	-	-	-	-	putative replication initiator protein	protein-coding	-	-	-	-	20160820	-
1363	11933915	repX	PGL3_p2	-	-	-	-	putative replication associated protein	protein-coding	-	-	-	-	20160820	-
1363	11933927	repB	PGL4_p01	-	-	-	-	putative replication initiator protein	protein-coding	-	-	-	-	20160820	-
1363	11933928	repX	PGL4_p02	-	-	-	-	putative replication associated protein	protein-coding	-	-	-	-	20160820	-
1363	11933972	repB	PGL2_p2	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20160820	-
1363	11933994	traC	PGL5p20	-	-	-	-	putative translocation protein	protein-coding	-	-	-	-	20160820	-
1363	11934009	repA	PGL5p37	-	-	-	-	putative replication initiator protein	protein-coding	-	-	-	-	20160820	-
1363	11934010	repB	PGL5p38	-	-	-	-	putative replication initiator protein	protein-coding	-	-	-	-	20160820	-
1373	14023675	F524_p8	F524_p8	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20160827	-
1373	14023685	F524_p1009	F524_p1009	-	-	-	-	putative replication protein Rep-3 superfamily	protein-coding	-	-	-	-	20160827	-
1376	35766871	AWM73_RS08460	AWM73_RS08460	AWM73_08460	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180216	-
1376	35767067	AWM73_RS08425	AWM73_RS08425	AWM73_08425	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180216	-
1376	35767188	AWM73_RS00735	AWM73_RS00735	AWM73_00735	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180216	-
1376	35767402	AWM73_RS08820	AWM73_RS08820	AWM73_08820	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180216	-
1376	35767433	AWM73_RS00715	AWM73_RS00715	AWM73_00715	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180215	-
1376	35767440	AWM73_RS05015	AWM73_RS05015	AWM73_05015	-	-	-	cation-translocating P-type ATPase	protein-coding	-	-	-	-	20180216	-
1376	35767469	AWM73_RS03890	AWM73_RS03890	AWM73_03890	-	-	-	aspartate carbamoyltransferase catalytic subunit	protein-coding	-	-	-	-	20180215	-
1376	35767520	AWM73_RS01525	AWM73_RS01525	AWM73_01525	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20180216	-
1376	35767594	AWM73_RS08940	AWM73_RS08940	AWM73_08940	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180216	-
1376	35767940	AWM73_RS07310	AWM73_RS07310	AWM73_07310	-	-	-	DNA replication intiation control protein YabA	protein-coding	-	-	-	-	20180216	-
1376	35768118	AWM73_RS07375	AWM73_RS07375	AWM73_07375	-	-	-	cation transporter	protein-coding	-	-	-	-	20180215	-
1376	35768328	AWM73_RS08715	AWM73_RS08715	AWM73_08715	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20180216	-
1376	35768336	AWM73_RS08840	AWM73_RS08840	AWM73_08840	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180216	-
1376	35768477	AWM73_RS06185	AWM73_RS06185	AWM73_06185	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20180216	-
1376	35768522	AWM73_RS04955	AWM73_RS04955	AWM73_04955	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180215	-
1377	32029341	AWM76_RS00250	AWM76_RS00250	AWM76_00250	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	chromosomal replication initiator protein DnaA	20180721	-
1377	32029344	AWM76_RS00265	AWM76_RS00265	AWM76_00265	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	DNA replication and repair protein RecF	20180411	-
1377	32029356	AWM76_RS00325	AWM76_RS00325	AWM76_00325	-	-	-	replicative DNA helicase	protein-coding	-	-	-	replicative DNA helicase	20180721	-
1377	32029432	AWM76_RS00720	AWM76_RS00720	AWM76_00720	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	heavy metal translocating P-type ATPase	20180421	-
1377	32029434	AWM76_RS00730	AWM76_RS00730	AWM76_00730	-	-	-	cation transporter	protein-coding	-	-	-	cation transporter	20181013	-
1377	32029458	AWM76_RS00860	AWM76_RS00860	AWM76_00860	-	-	-	cation transporter	protein-coding	-	-	-	cation transporter	20181013	-
1377	32029795	AWM76_RS02585	AWM76_RS02585	AWM76_02585	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	heavy metal translocating P-type ATPase	20181013	-
1377	32029911	AWM76_RS03165	AWM76_RS03165	AWM76_03165	-	-	-	replication initiation and membrane attachment protein	protein-coding	-	-	-	replication initiation and membrane attachment protein	20180721	-
1377	32030122	AWM76_RS04230	AWM76_RS04230	AWM76_04230	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	replication-associated recombination protein A	20181013	-
1377	32030254	AWM76_RS04890	AWM76_RS04890	AWM76_04890	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	divalent metal cation transporter	20181013	-
1377	32030297	AWM76_RS05135	AWM76_RS05135	AWM76_05135	-	-	-	aspartate carbamoyltransferase catalytic subunit	protein-coding	-	-	-	aspartate carbamoyltransferase catalytic subunit	20180721	-
1377	32030352	AWM76_RS05410	AWM76_RS05410	AWM76_05410	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	dicarboxylate/amino acid:cation symporter	20180411	-
1377	32030497	ccpA	AWM76_RS06150	AWM76_06150	-	-	-	catabolite control protein A	protein-coding	-	-	-	catabolite control protein A	20180721	-
1377	32030780	AWM76_RS07600	AWM76_RS07600	AWM76_07600	-	-	-	manganese catalase	protein-coding	-	-	-	manganese catalase	20181013	-
1377	32030789	AWM76_RS07645	AWM76_RS07645	AWM76_07645	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	heavy metal translocating P-type ATPase	20181013	-
1377	32030794	AWM76_RS07670	AWM76_RS07670	AWM76_07670	-	-	-	replication initiation protein	protein-coding	-	-	-	replication initiation protein	20180411	-
1377	32030958	AWM76_RS08500	AWM76_RS08500	AWM76_08500	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	dicarboxylate/amino acid:cation symporter	20181013	-
1377	32030965	AWM76_RS08535	AWM76_RS08535	AWM76_08535	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	cadmium-translocating P-type ATPase	20181013	-
1377	32030973	AWM76_RS08580	AWM76_RS08580	AWM76_08580	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	copper-translocating P-type ATPase	20181013	-
1377	32030983	AWM76_RS08640	AWM76_RS08640	AWM76_08640	-	-	-	cation transporter	protein-coding	-	-	-	cation transporter	20180411	-
1377	32030985	AWM76_RS08650	AWM76_RS08650	AWM76_08650	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	heavy metal translocating P-type ATPase	20180421	-
1377	32030993	AWM76_RS08710	AWM76_RS08710	AWM76_08710	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	heavy metal translocating P-type ATPase	20181013	-
1377	32031052	AWM76_RS09030	AWM76_RS09030	AWM76_09030	-	-	-	cation-translocating P-type ATPase	protein-coding	-	-	-	cation-translocating P-type ATPase	20180411	-
1377	32031058	mgtA	AWM76_RS09060	AWM76_09060	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	magnesium-translocating P-type ATPase	20180411	-
1396	6382687	repX	BcAH187_pCER270_0086	-	-	-	-	Bacillus plasmid replication protein, RepX	protein-coding	-	-	-	-	20180130	-
