"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brachy_341_9.fa","Brachy_738_10.fa","Brachy_862_8.fa","Brachy_876_9.fa","Brachy_900_8.fa","Brachy_908_11.fa","Brachy_947_11.fa","Brachy_962_10.fa","Brachy_JB7.fa"
"group_3636","","hypothetical protein","9","9","1","1","479","","","","599","599","599","HAJKDPKL_03566","JOIMIODL_00210","FOMIDEFL_00994","AGBMBALL_00771","LJFCBDKD_00341","DPNJBGPE_01700","DNNBHHGK_01570","MCMEOHNO_03044","NGPGJBKC_03355"
"group_3637","","hypothetical protein","9","9","1","1","2745","","","","701","701","701","HAJKDPKL_01145","JOIMIODL_00609","FOMIDEFL_02098","AGBMBALL_00619","LJFCBDKD_01036","DPNJBGPE_00838","DNNBHHGK_00643","MCMEOHNO_01094","NGPGJBKC_02474"
"rnhB","","Ribonuclease HII","9","9","1","1","2892","","","","818","818","818","HAJKDPKL_02392","JOIMIODL_01448","FOMIDEFL_00375","AGBMBALL_01688","LJFCBDKD_00896","DPNJBGPE_00981","DNNBHHGK_00783","MCMEOHNO_01428","NGPGJBKC_00652"
"appA","","Glutathione-binding protein GsiB","9","9","1","1","3984","","","","1694","1694","1694","HAJKDPKL_01496","JOIMIODL_01558","FOMIDEFL_00009","AGBMBALL_01893","LJFCBDKD_01791","DPNJBGPE_01821","DNNBHHGK_00497","MCMEOHNO_02860","NGPGJBKC_03446"
"group_364","","hypothetical protein","9","9","1","1","4163","","","","1148","1148","1148","HAJKDPKL_00050","JOIMIODL_02892","FOMIDEFL_01279","AGBMBALL_01450","LJFCBDKD_00629","DPNJBGPE_00552","DNNBHHGK_00348","MCMEOHNO_00762","NGPGJBKC_00110"
"group_3640","","hypothetical protein","9","9","1","1","1313","","","","740","740","740","HAJKDPKL_00602","JOIMIODL_00715","FOMIDEFL_01380","AGBMBALL_00961","LJFCBDKD_01361","DPNJBGPE_02337","DNNBHHGK_02403","MCMEOHNO_02285","NGPGJBKC_00599"
"group_3641","","hypothetical protein","9","9","1","1","323","","","","464","464","464","HAJKDPKL_01801","JOIMIODL_00082","FOMIDEFL_00826","AGBMBALL_01099","LJFCBDKD_00054","DPNJBGPE_01574","DNNBHHGK_02015","MCMEOHNO_00020","NGPGJBKC_03414"
"yehZ","","Glycine betaine-binding protein YehZ","9","9","1","1","304","","","","950","950","950","HAJKDPKL_01819","JOIMIODL_00064","FOMIDEFL_00808","AGBMBALL_01081","LJFCBDKD_00036","DPNJBGPE_01556","DNNBHHGK_02033","MCMEOHNO_00038","NGPGJBKC_00980"
"liaR_3","","Transcriptional regulatory protein LiaR","9","9","1","1","3566","","","","623","623","623","HAJKDPKL_03082","JOIMIODL_03081","FOMIDEFL_01538","AGBMBALL_02466","LJFCBDKD_02099","DPNJBGPE_02654","DNNBHHGK_01686","MCMEOHNO_00255","NGPGJBKC_00751"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","9","9","1","1","3003","","","","992","992","992","HAJKDPKL_02496","JOIMIODL_01344","FOMIDEFL_00479","AGBMBALL_01584","LJFCBDKD_00792","DPNJBGPE_01085","DNNBHHGK_00887","MCMEOHNO_01324","NGPGJBKC_00207"
"radD","","Putative DNA repair helicase RadD","9","9","1","1","2685","","","","1655","1655","1655","HAJKDPKL_01087","JOIMIODL_00551","FOMIDEFL_02040","AGBMBALL_00561","LJFCBDKD_01094","DPNJBGPE_00780","DNNBHHGK_00585","MCMEOHNO_01152","NGPGJBKC_01770"
"group_3646","","putative protein","9","9","1","1","908","","","","1388","1400","1397","HAJKDPKL_01293","JOIMIODL_02376","FOMIDEFL_02252","AGBMBALL_03014","LJFCBDKD_02004","DPNJBGPE_01336","DNNBHHGK_02627","MCMEOHNO_01720","NGPGJBKC_02703"
"group_3647","","hypothetical protein","9","9","1","2","172","","","","3902","3902","3902","HAJKDPKL_02057","JOIMIODL_03301","FOMIDEFL_02697","AGBMBALL_02127","LJFCBDKD_00712","DPNJBGPE_00399","DNNBHHGK_00150","MCMEOHNO_03190","NGPGJBKC_02055"
"group_3648","","Beta-galactosidase BoGH2A","9","9","1","1","3457","","","","1787","1787","1787","HAJKDPKL_02952","JOIMIODL_02841","FOMIDEFL_01652","AGBMBALL_02353","LJFCBDKD_02200","DPNJBGPE_02552","DNNBHHGK_01788","MCMEOHNO_00369","NGPGJBKC_02211"
"group_3649","","hypothetical protein","9","9","1","1","3473","","","","1175","1184","1183","HAJKDPKL_02967","JOIMIODL_03159","FOMIDEFL_01637","AGBMBALL_02368","LJFCBDKD_02185","DPNJBGPE_02567","DNNBHHGK_01773","MCMEOHNO_00354","NGPGJBKC_00837"
"group_365","","hypothetical protein","9","9","1","1","4170","","","","1154","1181","1172","HAJKDPKL_00056","JOIMIODL_02898","FOMIDEFL_01273","AGBMBALL_01456","LJFCBDKD_00623","DPNJBGPE_00558","DNNBHHGK_00342","MCMEOHNO_00768","NGPGJBKC_00104"
"ftsH","","ATP-dependent zinc metalloprotease FtsH","9","9","1","1","2190","","","","2114","2114","2114","HAJKDPKL_01582","JOIMIODL_01184","FOMIDEFL_00639","AGBMBALL_01997","LJFCBDKD_03120","DPNJBGPE_02862","DNNBHHGK_01876","MCMEOHNO_00964","NGPGJBKC_01851"
"dppA_2","","Periplasmic dipeptide transport protein","9","9","1","1","3426","","","","1817","1817","1817","HAJKDPKL_02921","JOIMIODL_02810","FOMIDEFL_01683","AGBMBALL_02322","LJFCBDKD_02231","DPNJBGPE_02521","DNNBHHGK_01820","MCMEOHNO_00400","NGPGJBKC_02242"
"secD","","Protein translocase subunit SecD","9","9","1","1","857","","","","1871","1871","1871","HAJKDPKL_01343","JOIMIODL_02326","FOMIDEFL_02202","AGBMBALL_02964","LJFCBDKD_01954","DPNJBGPE_01286","DNNBHHGK_02577","MCMEOHNO_02585","NGPGJBKC_00690"
"nagJ","","O-GlcNAcase NagJ","9","9","1","1","412","","","","2405","2405","2405","HAJKDPKL_01725","JOIMIODL_00161","FOMIDEFL_01043","AGBMBALL_01954","LJFCBDKD_00290","DPNJBGPE_01650","DNNBHHGK_01518","MCMEOHNO_01077","NGPGJBKC_02586"
"group_3654","","Aminoglycoside N(6')-acetyltransferase type 1","9","9","1","1","2608","","","","485","485","485","HAJKDPKL_01013","JOIMIODL_00478","FOMIDEFL_01967","AGBMBALL_00486","LJFCBDKD_01168","DPNJBGPE_00705","DNNBHHGK_02891","MCMEOHNO_02227","NGPGJBKC_02882"
"bmr3","","Multidrug resistance protein 3","9","9","1","1","2768","","","","1859","1859","1859","HAJKDPKL_01164","JOIMIODL_00628","FOMIDEFL_02117","AGBMBALL_00638","LJFCBDKD_01017","DPNJBGPE_00859","DNNBHHGK_00662","MCMEOHNO_01549","NGPGJBKC_02493"
"group_3656","","hypothetical protein","9","9","1","1","3142","","","","1604","1604","1604","HAJKDPKL_01530","JOIMIODL_01237","FOMIDEFL_00586","AGBMBALL_02050","LJFCBDKD_03267","DPNJBGPE_02809","DNNBHHGK_01102","MCMEOHNO_01017","NGPGJBKC_01903"
"group_3657","","putative protein","9","9","1","1","2016","","","","1142","1142","1142","HAJKDPKL_00275","JOIMIODL_02523","FOMIDEFL_00267","AGBMBALL_01124","LJFCBDKD_02899","DPNJBGPE_01928","DNNBHHGK_01168","MCMEOHNO_02002","NGPGJBKC_02648"
"yehY","","Glycine betaine uptake system permease protein YehY","9","9","1","1","306","","","","650","650","650","HAJKDPKL_01817","JOIMIODL_00066","FOMIDEFL_00810","AGBMBALL_01083","LJFCBDKD_00038","DPNJBGPE_01558","DNNBHHGK_02031","MCMEOHNO_00036","NGPGJBKC_00978"
"fabH_1","","3-oxoacyl-[acyl-carrier-protein] synthase 3","9","9","1","1","3547","","","","1001","1001","1001","HAJKDPKL_03064","JOIMIODL_03099","FOMIDEFL_01556","AGBMBALL_02448","LJFCBDKD_02117","DPNJBGPE_02636","DNNBHHGK_01704","MCMEOHNO_00273","NGPGJBKC_00769"
"epsF","","Putative glycosyltransferase EpsF","9","9","1","1","4185","","","","1352","1364","1362","HAJKDPKL_00068","JOIMIODL_02912","FOMIDEFL_01259","AGBMBALL_01469","LJFCBDKD_00611","DPNJBGPE_00573","DNNBHHGK_00330","MCMEOHNO_00780","NGPGJBKC_03430"
"tpx","","Thiol peroxidase","9","9","1","1","761","","","","497","497","497","HAJKDPKL_02131","JOIMIODL_02266","FOMIDEFL_03338","AGBMBALL_02612","LJFCBDKD_03358","DPNJBGPE_02444","DNNBHHGK_02111","MCMEOHNO_02956","NGPGJBKC_02536"
"arlS_2","","Signal transduction histidine-protein kinase ArlS","9","9","1","1","4046","","","","1541","1553","1542","HAJKDPKL_01437","JOIMIODL_01617","FOMIDEFL_00068","AGBMBALL_01833","LJFCBDKD_01732","DPNJBGPE_00472","DNNBHHGK_00437","MCMEOHNO_02801","NGPGJBKC_03189"
"rbsA","","Ribose import ATP-binding protein RbsA","9","9","1","1","1291","","","","1523","1523","1523","HAJKDPKL_00615","JOIMIODL_00727","FOMIDEFL_01368","AGBMBALL_00949","LJFCBDKD_01348","DPNJBGPE_02324","DNNBHHGK_02389","MCMEOHNO_02272","NGPGJBKC_00584"
"group_3663","","hypothetical protein","9","9","1","1","4493","","","","989","989","989","HAJKDPKL_02765","JOIMIODL_01128","FOMIDEFL_00941","AGBMBALL_03117","LJFCBDKD_00230","DPNJBGPE_01756","DNNBHHGK_02443","MCMEOHNO_02561","NGPGJBKC_01922"
"lipO_5","","Lipoprotein LipO","9","9","1","1","1053","","","","1634","1634","1634","HAJKDPKL_00403","JOIMIODL_03510","FOMIDEFL_02273","AGBMBALL_00814","LJFCBDKD_02809","DPNJBGPE_02456","DNNBHHGK_03038","MCMEOHNO_00608","NGPGJBKC_01220"
"recG","","ATP-dependent DNA helicase RecG","9","9","1","1","3334","","","","2213","2213","2213","HAJKDPKL_02292","JOIMIODL_00890","FOMIDEFL_00744","AGBMBALL_01342","LJFCBDKD_02327","DPNJBGPE_02092","DNNBHHGK_02729","MCMEOHNO_00490","NGPGJBKC_03207"
"prfA","","Peptide chain release factor 1","9","9","1","1","3248","","","","1148","1148","1148","HAJKDPKL_02211","JOIMIODL_00807","FOMIDEFL_02544","AGBMBALL_01257","LJFCBDKD_02410","DPNJBGPE_02172","DNNBHHGK_02810","MCMEOHNO_00571","NGPGJBKC_01113"
"valS","","Valine--tRNA ligase","9","9","1","1","2852","","","","2666","2666","2666","HAJKDPKL_01248","JOIMIODL_01486","FOMIDEFL_00337","AGBMBALL_01725","LJFCBDKD_00933","DPNJBGPE_00943","DNNBHHGK_00746","MCMEOHNO_01466","NGPGJBKC_01041"
"group_3668","","hypothetical protein","9","9","1","1","406","","","","788","788","788","HAJKDPKL_01731","JOIMIODL_00155","FOMIDEFL_01049","AGBMBALL_01948","LJFCBDKD_00284","DPNJBGPE_01644","DNNBHHGK_01945","MCMEOHNO_01071","NGPGJBKC_02592"
"acm_1","","Lysozyme M1","9","9","1","1","348","","","","875","875","875","HAJKDPKL_01777","JOIMIODL_00106","FOMIDEFL_00850","AGBMBALL_01903","LJFCBDKD_00075","DPNJBGPE_01598","DNNBHHGK_01991","MCMEOHNO_01024","NGPGJBKC_01202"
"glpB","","Anaerobic glycerol-3-phosphate dehydrogenase subunit B","9","9","1","1","4199","","","","2228","2228","2228","HAJKDPKL_00074","JOIMIODL_02918","FOMIDEFL_01253","AGBMBALL_01475","LJFCBDKD_00605","DPNJBGPE_00579","DNNBHHGK_00324","MCMEOHNO_00786","NGPGJBKC_00525"
"hisG","","ATP phosphoribosyltransferase","9","9","1","1","3623","","","","857","857","857","HAJKDPKL_03131","JOIMIODL_03023","FOMIDEFL_01489","AGBMBALL_02515","LJFCBDKD_02050","DPNJBGPE_02703","DNNBHHGK_01637","MCMEOHNO_00206","NGPGJBKC_00247"
"mtrB","","Sensor histidine kinase MtrB","9","9","1","2","117","","","","1724","1724","1724","HAJKDPKL_02013","JOIMIODL_03346","FOMIDEFL_02742","AGBMBALL_02171","LJFCBDKD_00172","DPNJBGPE_00355","DNNBHHGK_00105","MCMEOHNO_02376","NGPGJBKC_03385"
"metN_1","","Methionine import ATP-binding protein MetN","9","9","1","1","3992","","","","1064","1064","1064","HAJKDPKL_01488","JOIMIODL_01566","FOMIDEFL_00017","AGBMBALL_01885","LJFCBDKD_01783","DPNJBGPE_01813","DNNBHHGK_00489","MCMEOHNO_02852","NGPGJBKC_03454"
"group_3673","","L-talarate/galactarate dehydratase","9","9","1","1","337","","","","1148","1148","1148","HAJKDPKL_01788","JOIMIODL_00095","FOMIDEFL_00839","AGBMBALL_01112","LJFCBDKD_00067","DPNJBGPE_01587","DNNBHHGK_02002","MCMEOHNO_00007","NGPGJBKC_01210"
"xylE_1","","D-xylose-proton symporter","9","9","1","1","2469","","","","1514","1514","1514","HAJKDPKL_02646","JOIMIODL_00289","FOMIDEFL_02614","AGBMBALL_02741","LJFCBDKD_00424","DPNJBGPE_03151","DNNBHHGK_00204","MCMEOHNO_02720","NGPGJBKC_00630"
"pheT","","Phenylalanine--tRNA ligase beta subunit","9","9","1","1","726","","","","2609","2609","2609","HAJKDPKL_02165","JOIMIODL_02232","FOMIDEFL_03304","AGBMBALL_03057","LJFCBDKD_03324","DPNJBGPE_02410","DNNBHHGK_02145","MCMEOHNO_02990","NGPGJBKC_03291"
"group_3676","","hypothetical protein","9","9","1","1","3216","","","","902","902","902","HAJKDPKL_02183","JOIMIODL_00773","FOMIDEFL_02516","AGBMBALL_01229","LJFCBDKD_02438","DPNJBGPE_02202","DNNBHHGK_02838","MCMEOHNO_00599","NGPGJBKC_01085"
"thyA","","Thymidylate synthase ThyA","9","9","1","1","218","","","","803","803","803","HAJKDPKL_01898","JOIMIODL_00365","FOMIDEFL_03110","AGBMBALL_02701","LJFCBDKD_02503","DPNJBGPE_01482","DNNBHHGK_02336","MCMEOHNO_03447","NGPGJBKC_02304"
"group_3678","","hypothetical protein","9","9","1","1","2979","","","","782","782","782","HAJKDPKL_02475","JOIMIODL_01365","FOMIDEFL_00458","AGBMBALL_01605","LJFCBDKD_00813","DPNJBGPE_01064","DNNBHHGK_00866","MCMEOHNO_01345","NGPGJBKC_02767"
"group_3679","","hypothetical protein","9","9","1","1","970","","","","872","872","872","HAJKDPKL_00328","JOIMIODL_00385","FOMIDEFL_03083","AGBMBALL_00729","LJFCBDKD_03200","DPNJBGPE_01239","DNNBHHGK_02657","MCMEOHNO_02547","NGPGJBKC_02657"
"ybbH_1","","putative HTH-type transcriptional regulator YbbH","9","9","1","1","4200","","","","908","908","908","HAJKDPKL_00075","JOIMIODL_02919","FOMIDEFL_01252","AGBMBALL_01476","LJFCBDKD_00604","DPNJBGPE_00580","DNNBHHGK_00323","MCMEOHNO_00787","NGPGJBKC_00526"
"group_3680","","hypothetical protein","9","9","1","1","2813","","","","488","488","488","HAJKDPKL_01209","JOIMIODL_01525","FOMIDEFL_00298","AGBMBALL_01764","LJFCBDKD_00972","DPNJBGPE_00904","DNNBHHGK_00707","MCMEOHNO_01505","NGPGJBKC_02737"
"group_3681","rppH_3","RNA pyrophosphohydrolase","9","9","1","1","4486","","","","413","413","413","HAJKDPKL_02760","JOIMIODL_01133","FOMIDEFL_00946","AGBMBALL_03112","LJFCBDKD_00237","DPNJBGPE_01751","DNNBHHGK_02436","MCMEOHNO_02556","NGPGJBKC_01929"
"group_3682","","hypothetical protein","9","9","1","2","184","","","","1808","1808","1808","HAJKDPKL_02069","JOIMIODL_03289","FOMIDEFL_02685","AGBMBALL_02115","LJFCBDKD_00700","DPNJBGPE_00411","DNNBHHGK_00162","MCMEOHNO_03202","NGPGJBKC_03010"
"yihS","","Sulfoquinovose isomerase","9","9","1","1","3205","","","","1904","1904","1904","HAJKDPKL_03628","JOIMIODL_01872","FOMIDEFL_03163","AGBMBALL_03245","LJFCBDKD_02602","DPNJBGPE_01774","DNNBHHGK_02851","MCMEOHNO_03132","NGPGJBKC_01697"
"sad_2","","Succinate semialdehyde dehydrogenase [NAD(P)+] Sad","9","9","1","1","4516","","","","1376","1376","1376","HAJKDPKL_02789","JOIMIODL_01105","FOMIDEFL_00918","AGBMBALL_03140","LJFCBDKD_02640","DPNJBGPE_03094","DNNBHHGK_02467","MCMEOHNO_01899","NGPGJBKC_00167"
"group_3685","","hypothetical protein","9","9","1","1","3598","","","","407","407","407","HAJKDPKL_03105","JOIMIODL_03049","FOMIDEFL_01515","AGBMBALL_02489","LJFCBDKD_02076","DPNJBGPE_02677","DNNBHHGK_01663","MCMEOHNO_00232","NGPGJBKC_00273"
"bacC","","Dihydroanticapsin 7-dehydrogenase","9","9","1","1","12","","","","770","770","770","HAJKDPKL_03310","JOIMIODL_00969","FOMIDEFL_01712","AGBMBALL_02899","LJFCBDKD_00507","DPNJBGPE_02286","DNNBHHGK_03522","MCMEOHNO_00069","NGPGJBKC_03129"
"group_3687","","putative protein","9","9","1","1","3421","","","","1070","1070","1070","HAJKDPKL_02916","JOIMIODL_02805","FOMIDEFL_01688","AGBMBALL_02317","LJFCBDKD_02236","DPNJBGPE_02516","DNNBHHGK_01825","MCMEOHNO_00405","NGPGJBKC_02247"
"group_3688","","putative protein","9","9","1","1","303","","","","515","515","515","HAJKDPKL_01820","JOIMIODL_00063","FOMIDEFL_00807","AGBMBALL_01080","LJFCBDKD_00035","DPNJBGPE_01555","DNNBHHGK_02034","MCMEOHNO_00039","NGPGJBKC_00981"
"zwf2","","Glucose-6-phosphate 1-dehydrogenase 2","9","9","1","1","3801","","","","1562","1562","1562","HAJKDPKL_00693","JOIMIODL_02194","FOMIDEFL_00167","AGBMBALL_00192","LJFCBDKD_01859","DPNJBGPE_00027","DNNBHHGK_01022","MCMEOHNO_01615","NGPGJBKC_02992"
"lacF_1","","Lactose transport system permease protein LacF","9","9","1","1","4202","","","","971","974","973","HAJKDPKL_00077","JOIMIODL_02921","FOMIDEFL_01250","AGBMBALL_01478","LJFCBDKD_00602","DPNJBGPE_00582","DNNBHHGK_00321","MCMEOHNO_00789","NGPGJBKC_00059"
"metG","","Methionine--tRNA ligase","9","9","1","1","3468","","","","1832","1838","1837","HAJKDPKL_02962","JOIMIODL_03154","FOMIDEFL_01642","AGBMBALL_02363","LJFCBDKD_02190","DPNJBGPE_02562","DNNBHHGK_01778","MCMEOHNO_00359","NGPGJBKC_00842"
"dut","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","9","9","1","1","911","","","","539","539","539","HAJKDPKL_01290","JOIMIODL_02379","FOMIDEFL_02255","AGBMBALL_03017","LJFCBDKD_02007","DPNJBGPE_01339","DNNBHHGK_02630","MCMEOHNO_01723","NGPGJBKC_02700"
"ask","","Aspartokinase","9","9","1","1","2277","","","","1367","1367","1367","HAJKDPKL_02607","JOIMIODL_02660","FOMIDEFL_03011","AGBMBALL_03098","LJFCBDKD_03373","DPNJBGPE_03342","DNNBHHGK_03323","MCMEOHNO_03266","NGPGJBKC_00051"
"group_3693","","hypothetical protein","9","9","1","1","2956","","","","398","398","398","HAJKDPKL_02455","JOIMIODL_01386","FOMIDEFL_00437","AGBMBALL_01625","LJFCBDKD_00833","DPNJBGPE_01044","DNNBHHGK_00846","MCMEOHNO_01365","NGPGJBKC_01397"
"gcvP","","putative glycine dehydrogenase (decarboxylating)","9","9","1","1","3151","","","","2996","3005","3000","HAJKDPKL_01539","JOIMIODL_01228","FOMIDEFL_00595","AGBMBALL_02041","LJFCBDKD_03258","DPNJBGPE_02818","DNNBHHGK_01093","MCMEOHNO_01008","NGPGJBKC_01894"
"group_3695","iolE_2","Inosose dehydratase","9","9","1","1","28","","","","977","977","977","HAJKDPKL_03296","JOIMIODL_00983","FOMIDEFL_01726","AGBMBALL_02886","LJFCBDKD_00493","DPNJBGPE_02273","DNNBHHGK_01450","MCMEOHNO_00082","NGPGJBKC_03115"
"group_3696","","hypothetical protein","9","9","1","1","3203","","","","347","347","347","HAJKDPKL_03626","JOIMIODL_01870","FOMIDEFL_03165","AGBMBALL_03247","LJFCBDKD_02604","DPNJBGPE_01776","DNNBHHGK_02853","MCMEOHNO_03130","NGPGJBKC_01699"
"group_3697","","Putative bifunctional exonuclease/endonuclease protein","9","9","1","1","882","","","","1661","1661","1661","HAJKDPKL_01318","JOIMIODL_02351","FOMIDEFL_02227","AGBMBALL_02989","LJFCBDKD_01979","DPNJBGPE_01311","DNNBHHGK_02602","MCMEOHNO_01695","NGPGJBKC_00907"
"lcoP","","Betaine/ectoine transporter LcoP","9","9","1","1","4353","","","","2003","2021","2008","HAJKDPKL_03653","JOIMIODL_03580","FOMIDEFL_01141","AGBMBALL_02559","LJFCBDKD_01673","DPNJBGPE_01370","DNNBHHGK_03149","MCMEOHNO_00899","NGPGJBKC_02809"
"cutC","","Copper homeostasis protein CutC","9","9","1","1","2778","","","","797","797","797","HAJKDPKL_01174","JOIMIODL_00638","FOMIDEFL_02127","AGBMBALL_00648","LJFCBDKD_01007","DPNJBGPE_00869","DNNBHHGK_00672","MCMEOHNO_01539","NGPGJBKC_02503"
"mshD_1","","Mycothiol acetyltransferase","9","9","1","1","2550","","","","611","659","635","HAJKDPKL_00956","JOIMIODL_02042","FOMIDEFL_01910","AGBMBALL_00428","LJFCBDKD_01226","DPNJBGPE_03017","DNNBHHGK_02949","MCMEOHNO_02170","NGPGJBKC_00937"
"group_370","","hypothetical protein","9","9","1","1","4203","","","","845","1307","1255","HAJKDPKL_00078","JOIMIODL_02922","FOMIDEFL_01249","AGBMBALL_01479","LJFCBDKD_00601","DPNJBGPE_00583","DNNBHHGK_00320","MCMEOHNO_00790","NGPGJBKC_00060"
"dnaA","","Chromosomal replication initiator protein DnaA","9","9","1","1","4555","","","","1697","1697","1697","HAJKDPKL_02827","JOIMIODL_01069","FOMIDEFL_00882","AGBMBALL_03177","LJFCBDKD_02676","DPNJBGPE_03056","DNNBHHGK_02504","MCMEOHNO_01934","NGPGJBKC_00394"
"emrY_2","","putative multidrug resistance protein EmrY","9","9","1","1","4341","","","","1448","1448","1448","HAJKDPKL_01678","JOIMIODL_03592","FOMIDEFL_01153","AGBMBALL_02571","LJFCBDKD_01661","DPNJBGPE_01382","DNNBHHGK_03161","MCMEOHNO_00887","NGPGJBKC_02821"
"deaD_1","","ATP-dependent RNA helicase DeaD","9","9","1","1","865","","","","1871","1874","1871","HAJKDPKL_01335","JOIMIODL_02334","FOMIDEFL_02210","AGBMBALL_02972","LJFCBDKD_01962","DPNJBGPE_01294","DNNBHHGK_02585","MCMEOHNO_01678","NGPGJBKC_00924"
"group_3703","","hypothetical protein","9","9","1","1","4033","","","","587","587","587","HAJKDPKL_01448","JOIMIODL_01606","FOMIDEFL_00057","AGBMBALL_01844","LJFCBDKD_01743","DPNJBGPE_00461","DNNBHHGK_00448","MCMEOHNO_02812","NGPGJBKC_00283"
"mutM","","Formamidopyrimidine-DNA glycosylase","9","9","1","1","3208","","","","935","935","935","HAJKDPKL_03632","JOIMIODL_01876","FOMIDEFL_03159","AGBMBALL_03241","LJFCBDKD_02598","DPNJBGPE_01770","DNNBHHGK_02847","MCMEOHNO_03136","NGPGJBKC_01693"
"group_3705","","hypothetical protein","9","9","1","1","3751","","","","491","491","491","HAJKDPKL_03335","JOIMIODL_02143","FOMIDEFL_00218","AGBMBALL_00243","LJFCBDKD_01808","DPNJBGPE_00078","DNNBHHGK_03352","MCMEOHNO_01666","NGPGJBKC_03492"
"treP","","Alpha,alpha-trehalose phosphorylase","9","9","1","1","2824","","","","2546","2546","2546","HAJKDPKL_01219","JOIMIODL_01515","FOMIDEFL_00308","AGBMBALL_01754","LJFCBDKD_00962","DPNJBGPE_00914","DNNBHHGK_00717","MCMEOHNO_01495","NGPGJBKC_02747"
"dinB_1","","DNA polymerase IV","9","9","1","1","2955","","","","1235","1235","1235","HAJKDPKL_02454","JOIMIODL_01387","FOMIDEFL_00436","AGBMBALL_01626","LJFCBDKD_00834","DPNJBGPE_01043","DNNBHHGK_00845","MCMEOHNO_01366","NGPGJBKC_01396"
"pdxS","","Pyridoxal 5'-phosphate synthase subunit PdxS","9","9","1","1","80","","","","932","932","932","HAJKDPKL_03240","JOIMIODL_01034","FOMIDEFL_01782","AGBMBALL_02836","LJFCBDKD_00441","DPNJBGPE_02216","DNNBHHGK_01501","MCMEOHNO_00132","NGPGJBKC_03042"
"araQ_13","","L-arabinose transport system permease protein AraQ","9","9","1","1","3437","","","","836","836","836","HAJKDPKL_02932","JOIMIODL_02821","FOMIDEFL_01672","AGBMBALL_02333","LJFCBDKD_02220","DPNJBGPE_02532","DNNBHHGK_01808","MCMEOHNO_00389","NGPGJBKC_02231"
"group_3710","","putative protein","9","9","1","2","20","","","","896","896","896","HAJKDPKL_02083","JOIMIODL_03275","FOMIDEFL_02671","AGBMBALL_02101","LJFCBDKD_00686","DPNJBGPE_00425","DNNBHHGK_00176","MCMEOHNO_03216","NGPGJBKC_03024"
"ugpQ_4","","Glycerophosphodiester phosphodiesterase, cytoplasmic","9","9","1","1","3636","","","","836","836","836","HAJKDPKL_03144","JOIMIODL_03010","FOMIDEFL_01476","AGBMBALL_02528","LJFCBDKD_02037","DPNJBGPE_02716","DNNBHHGK_01624","MCMEOHNO_00193","NGPGJBKC_01345"
"poxB","","Pyruvate dehydrogenase [ubiquinone]","9","9","1","1","4086","","","","1751","1751","1751","HAJKDPKL_00002","JOIMIODL_02844","FOMIDEFL_01328","AGBMBALL_01402","LJFCBDKD_00678","DPNJBGPE_00504","DNNBHHGK_00411","MCMEOHNO_00714","NGPGJBKC_01951"
"sorC_2","","Sorbitol operon regulator","9","9","1","1","1015","","","","956","956","956","HAJKDPKL_00369","JOIMIODL_00421","FOMIDEFL_03047","AGBMBALL_00688","LJFCBDKD_03158","DPNJBGPE_01198","DNNBHHGK_03273","MCMEOHNO_02506","NGPGJBKC_02149"
"gpx1_1","","Hydroperoxy fatty acid reductase gpx1","9","9","1","1","352","","","","488","488","488","HAJKDPKL_01773","JOIMIODL_00110","FOMIDEFL_01093","AGBMBALL_01907","LJFCBDKD_00242","DPNJBGPE_01602","DNNBHHGK_01987","MCMEOHNO_01028","NGPGJBKC_01198"
"gyrA_2","","DNA gyrase subunit A","9","9","1","1","4564","","","","2789","2789","2789","HAJKDPKL_02836","JOIMIODL_01060","FOMIDEFL_00873","AGBMBALL_03186","LJFCBDKD_02685","DPNJBGPE_03047","DNNBHHGK_02513","MCMEOHNO_01943","NGPGJBKC_00385"
